 ,Value,
1,3640.486,
2,3665.104,
3,3796.457,
4,3768.823,
5,3685.199,
6,3705.064,
7,3728.316,
8,3739.792,
9,3693.369,
10,3647.761,
11,3680.155,
12,3691.022,
13,3677.646,
14,3721.575,
15,3758.432,
16,3626.786,
17,3564.816,
18,3643.788,
19,3666.637,
20,3591.309,
21,3516.221,
22,3578.557,
23,3636.120,
24,3665.231,
25,3731.490,
26,3681.779,
27,3697.805,
28,3716.250,
29,3790.620,
30,3811.418,
31,3867.187,
32,4008.930,
33,4050.120,
34,4039.885,
35,3873.439,
36,3865.440,
37,3785.397,
38,3770.817,
39,3753.734,
40,3715.623,
41,3710.429,
42,3655.342,
43,3601.770,
44,3624.112,
45,3618.364,
46,3616.731,
47,3760.293,
48,3846.838,
49,3866.579,
50,3882.698,
51,3756.210,
52,3715.240,
53,3616.390,
54,3646.804,
55,3681.563,
56,3541.019,
57,3639.595,
58,3733.052,
59,3723.672,
60,3754.090,
61,3734.123,
62,3715.251,
63,3687.173,
64,3663.490,
65,3623.478,
66,3584.268,
67,3581.412,
68,3620.351,
69,3618.040,
70,3568.459,
71,3606.987,
72,3624.842,
73,3598.543,
74,3631.526,
75,3589.206,
76,3621.372,
77,3654.473,
78,3613.217,
79,3560.026,
80,3603.810,
81,3578.800,
82,3514.347,
83,3582.560,
84,3631.378,
85,3608.759,
86,3603.440,
87,3457.807,
88,3499.124,
89,3526.618,
90,3572.927,
91,3514.506,
92,3504.915,
93,3567.667,
94,3520.136,
95,3501.267,
96,3560.282,
97,3529.460,
98,3551.797,
99,3637.758,
100,3578.423,
101,3576.261,
102,3610.028,
103,3587.138,
104,3496.987,
105,3507.221,
106,3598.496,
107,3583.666,
108,3553.303,
109,3536.810,
110,3573.887,
111,3544.982,
112,3540.986,
113,3552.751,
114,3671.676,
115,3567.827,
116,3525.862,
117,3562.346,
118,3595.679,
119,3612.501,
120,3521.070,
121,3555.217,
122,3532.052,
123,3526.739,
124,3565.073,
125,3562.697,
126,3601.211,
127,3655.114,
128,3667.522,
129,3593.532,
130,3563.852,
131,3587.940,
