 ,Value,
1,4037.809,
2,3878.322,
3,3787.092,
4,3749.552,
5,3657.601,
6,3756.149,
7,3728.282,
8,3735.935,
9,3789.622,
10,3680.035,
11,3655.179,
12,3677.561,
13,3733.751,
14,3727.221,
15,3754.249,
16,3699.573,
17,3650.976,
18,3685.912,
19,3769.678,
20,3785.072,
21,3696.045,
22,3721.776,
23,3752.939,
24,3694.458,
25,3829.365,
26,3726.041,
27,3693.691,
28,3716.817,
29,3776.679,
30,3676.500,
31,3702.572,
32,3756.871,
33,3794.405,
34,3812.559,
35,3840.502,
36,3822.346,
37,3737.134,
38,3805.583,
39,3912.707,
40,3953.992,
41,4035.050,
42,3871.232,
43,3744.822,
44,3805.415,
45,3752.282,
46,3786.869,
47,3747.018,
48,3793.466,
49,3808.889,
50,3867.925,
51,3916.533,
52,3955.236,
53,3974.147,
54,3983.609,
55,3927.027,
56,4015.866,
57,4097.124,
58,3992.263,
59,3899.005,
60,3862.764,
61,3837.701,
62,3781.171,
63,3839.132,
64,3941.335,
65,4050.502,
66,4248.767,
67,4258.712,
68,4041.044,
69,3894.147,
70,3936.347,
71,3973.979,
72,3997.941,
73,3964.579,
74,3878.361,
75,3912.997,
76,3786.210,
77,3791.987,
78,3757.540,
79,3753.443,
80,3677.195,
81,3720.092,
82,3623.203,
83,3764.952,
84,3711.564,
85,3738.638,
86,3780.140,
87,3890.676,
88,3953.041,
89,4018.334,
90,3856.111,
91,3895.954,
92,3888.726,
93,3827.758,
94,3819.182,
95,3713.613,
96,3718.130,
97,3639.878,
98,3680.484,
99,3720.013,
100,3732.150,
101,3751.137,
102,3744.900,
103,3638.141,
104,3651.633,
105,3632.612,
106,3664.362,
107,3669.240,
108,3673.696,
109,3676.551,
110,3678.702,
111,3637.361,
112,3608.228,
113,3710.616,
114,3735.923,
115,3741.588,
116,3714.228,
117,3677.150,
118,3648.896,
119,3696.856,
120,3648.505,
121,3605.294,
122,3679.209,
123,3668.577,
124,3658.970,
125,3645.518,
126,3708.940,
127,3726.348,
128,3689.837,
129,3661.587,
130,3619.299,
131,3679.658,
132,3661.357,
133,3621.707,
134,3595.679,
135,3634.920,
136,3591.124,
137,3630.348,
138,3619.306,
139,3616.485,
140,3604.731,
