 ,Value,
1,3784.806,
2,3723.130,
3,3814.571,
4,3854.071,
5,3902.887,
6,3959.766,
7,3813.402,
8,3687.363,
9,3620.925,
10,3631.535,
11,3630.607,
12,3577.637,
13,3522.339,
14,3513.033,
15,3535.661,
16,3569.906,
17,3568.451,
18,3549.174,
19,3611.927,
20,3723.573,
21,3638.618,
22,3634.040,
23,3649.363,
24,3796.182,
25,3846.150,
26,3868.141,
27,3867.954,
28,3873.138,
29,4018.972,
30,3998.117,
31,3963.508,
32,3810.097,
33,3760.773,
34,3771.164,
35,3709.499,
36,3832.333,
37,3661.040,
38,3662.968,
39,3669.688,
40,3671.755,
41,3628.221,
42,3628.089,
43,3671.986,
44,3696.795,
45,3664.980,
46,3782.616,
47,3893.195,
48,3888.785,
49,3910.482,
50,3822.930,
51,3748.572,
52,3739.218,
53,3734.286,
54,3692.594,
55,3658.923,
56,3655.348,
57,3652.830,
58,3657.810,
59,3627.915,
60,3595.684,
61,3637.349,
62,3654.779,
63,3633.338,
64,3655.409,
65,3623.895,
66,3608.168,
67,3625.341,
68,3629.402,
69,3679.040,
70,3649.598,
71,3598.385,
72,3612.999,
73,3650.101,
74,3671.851,
75,3679.360,
76,3610.420,
77,3589.299,
78,3594.893,
79,3603.350,
80,3605.143,
81,3610.121,
82,3608.767,
83,3635.835,
84,3582.725,
85,3589.993,
86,3546.683,
87,3581.035,
88,3664.847,
89,3597.422,
90,3579.979,
91,3610.312,
92,3644.262,
93,3614.900,
94,3575.844,
95,3607.201,
96,3615.340,
97,3616.920,
98,3642.181,
99,3647.135,
100,3610.770,
101,3642.696,
102,3661.796,
103,3631.801,
104,3642.818,
105,3604.082,
106,3569.045,
107,3659.729,
108,3550.444,
109,3545.927,
110,3574.772,
111,3643.347,
112,3619.894,
113,3555.917,
114,3538.095,
115,3604.953,
116,3567.129,
117,3562.700,
118,3590.006,
119,3566.841,
120,3608.782,
121,3570.277,
122,3544.003,
123,3519.515,
124,3604.087,
125,3581.190,
126,3517.891,
127,3591.533,
128,3534.140,
