X	Y	
160.833	594.500	
160.539	593.541	
160.245	592.582	
159.952	591.623	
159.660	590.664	
159.370	589.703	
159.082	588.743	
158.797	587.781	
158.516	586.818	
158.238	585.855	
157.964	584.890	
157.694	583.924	
157.430	582.956	
157.171	581.987	
156.919	581.017	
156.672	580.044	
156.433	579.070	
156.201	578.095	
155.976	577.117	
155.760	576.138	
155.553	575.157	
155.354	574.174	
155.165	573.189	
154.986	572.202	
154.817	571.213	
154.659	570.223	
154.511	569.231	
154.375	568.237	
154.251	567.242	
154.139	566.245	
154.040	565.247	
153.951	564.248	
153.874	563.248	
153.807	562.247	
153.750	561.246	
153.702	560.244	
153.664	559.242	
153.633	558.239	
153.611	557.237	
153.596	556.234	
153.588	555.231	
153.586	554.228	
153.591	553.225	
153.601	552.222	
153.617	551.219	
153.638	550.217	
153.663	549.214	
153.692	548.211	
153.725	547.209	
153.762	546.207	
153.801	545.204	
153.843	544.202	
153.887	543.200	
153.932	542.198	
153.979	541.197	
154.026	540.195	
154.073	539.193	
154.120	538.191	
154.166	537.189	
154.210	536.187	
154.252	535.185	
154.294	534.183	
154.335	533.181	
154.375	532.179	
154.416	531.177	
154.457	530.174	
154.499	529.172	
154.543	528.170	
154.589	527.168	
154.638	526.167	
154.689	525.165	
154.744	524.164	
154.802	523.162	
154.865	522.161	
154.931	521.161	
155.003	520.160	
155.079	519.160	
155.160	518.160	
155.246	517.161	
155.337	516.162	
155.433	515.164	
155.535	514.166	
155.641	513.169	
155.751	512.172	
155.866	511.176	
155.985	510.180	
156.107	509.184	
156.233	508.189	
156.361	507.194	
156.493	506.200	
156.627	505.206	
156.764	504.213	
156.903	503.219	
157.045	502.227	
157.188	501.234	
157.334	500.241	
157.481	499.249	
157.630	498.258	
157.780	497.266	
157.932	496.275	
158.086	495.283	
158.241	494.293	
158.396	493.302	
158.554	492.311	
158.712	491.321	
158.871	490.331	
159.031	489.340	
159.192	488.350	
159.354	487.361	
159.516	486.371	
159.679	485.381	
159.843	484.392	
160.007	483.402	
160.172	482.413	
160.337	481.424	
160.502	480.435	
160.668	479.445	
160.834	478.456	
161.001	477.467	
161.167	476.478	
161.333	475.489	
161.500	474.500	
