 ,Value,
1,3725.045,
2,3819.446,
3,3826.953,
4,3869.969,
5,4020.606,
6,4025.318,
7,4077.575,
8,4018.184,
9,3934.533,
10,3856.977,
11,3714.320,
12,3626.997,
13,3669.008,
14,3639.409,
15,3614.020,
16,3641.902,
17,3659.357,
18,3610.742,
19,3623.911,
20,3658.521,
21,3687.221,
22,3672.150,
23,3671.401,
24,3667.421,
25,3689.636,
26,3709.105,
27,3774.805,
28,3732.510,
29,3701.994,
30,3787.696,
31,3746.563,
32,3774.635,
33,3803.544,
34,3810.695,
35,3809.493,
36,3731.681,
37,3731.770,
38,3784.234,
39,3796.066,
40,3891.558,
41,3969.759,
42,3910.907,
43,3868.587,
44,3868.348,
45,3897.619,
46,4017.424,
47,3865.416,
48,3765.749,
49,3725.328,
50,3784.977,
51,3794.820,
52,3820.701,
53,3766.429,
54,3763.737,
55,3863.321,
56,3796.898,
57,3650.107,
58,3698.829,
59,3653.844,
60,3753.291,
61,3695.214,
62,3817.242,
63,3937.673,
64,4049.902,
65,4185.127,
66,4217.985,
67,4223.145,
68,4075.893,
69,3943.561,
70,3815.929,
71,3782.970,
72,3675.180,
73,3707.538,
74,3865.278,
75,3971.830,
76,3890.955,
77,3922.724,
78,4006.432,
79,3971.008,
80,3988.636,
81,3903.335,
82,3823.317,
83,3702.528,
84,3696.319,
85,3656.561,
86,3646.773,
87,3638.495,
88,3570.852,
89,3588.348,
90,3657.626,
91,3667.165,
92,3686.320,
93,3666.261,
94,3711.966,
95,3659.936,
96,3701.621,
97,3673.480,
98,3657.832,
99,3640.303,
100,3630.301,
101,3669.708,
102,3678.559,
103,3660.853,
104,3722.098,
105,3725.626,
106,3726.943,
107,3679.330,
108,3624.377,
109,3626.947,
110,3790.742,
111,3593.840,
112,3600.411,
113,3609.149,
114,3571.006,
115,3569.069,
116,3656.711,
117,3546.106,
118,3633.821,
119,3686.305,
120,3703.628,
121,3649.360,
122,3536.246,
123,3630.979,
124,3621.930,
125,3669.759,
126,3605.604,
127,3612.252,
128,3599.491,
129,3655.784,
130,3553.400,
131,3568.184,
132,3581.422,
133,3585.385,
134,3572.209,
135,3560.557,
136,3574.770,
137,3590.162,
138,3596.009,
139,3574.466,
