 ,Value,
1,3890.442,
2,3694.392,
3,3651.212,
4,3602.475,
5,3708.602,
6,3793.192,
7,3842.699,
8,3735.489,
9,3794.587,
10,3672.376,
11,3691.875,
12,3761.298,
13,3763.067,
14,3649.036,
15,3675.343,
16,3650.093,
17,3709.101,
18,3738.601,
19,3694.317,
20,3753.669,
21,3692.216,
22,3816.113,
23,3798.976,
24,3838.963,
25,3786.148,
26,3752.098,
27,3762.514,
28,3847.043,
29,3810.897,
30,3783.408,
31,3759.303,
32,3787.514,
33,3776.346,
34,3761.585,
35,3752.834,
36,3788.372,
37,3982.487,
38,4096.796,
39,4038.055,
40,3992.044,
41,3846.213,
42,3819.380,
43,3779.631,
44,3787.384,
45,3735.434,
46,3818.857,
47,3805.404,
48,3866.381,
49,3932.559,
50,3874.576,
51,3921.226,
52,3916.945,
53,3892.218,
54,3813.214,
55,3858.334,
56,3843.444,
57,4011.608,
58,4066.408,
59,3868.199,
60,3876.025,
61,3890.978,
62,3898.367,
63,4091.002,
64,4162.425,
65,4258.879,
66,4411.327,
67,4292.997,
68,4112.641,
69,3972.105,
70,4033.829,
71,3883.805,
72,3943.483,
73,3886.715,
74,3972.244,
75,3804.274,
76,3765.575,
77,3718.658,
78,3642.847,
79,3633.862,
80,3700.456,
81,3749.407,
82,3817.527,
83,3838.594,
84,3833.122,
85,3899.857,
86,4052.013,
87,4061.855,
88,4060.889,
89,3918.621,
90,3984.710,
91,3930.435,
92,3803.868,
93,3748.185,
94,3765.184,
95,3765.691,
96,3771.830,
97,3733.499,
98,3823.719,
99,3791.376,
100,3754.444,
101,3647.832,
102,3708.259,
103,3750.074,
104,3679.646,
105,3659.479,
106,3662.653,
107,3676.144,
108,3638.543,
109,3665.863,
110,3687.392,
111,3663.074,
112,3745.416,
113,3757.239,
114,3794.386,
115,3704.066,
116,3741.300,
117,3691.759,
118,3652.729,
119,3638.812,
120,3715.405,
121,3696.655,
122,3654.033,
123,3669.807,
124,3737.214,
125,3716.919,
126,3679.879,
127,3650.623,
128,3626.097,
129,3673.023,
130,3693.460,
131,3633.778,
132,3656.176,
133,3729.610,
134,3653.344,
135,3602.670,
136,3643.030,
137,3563.919,
138,3654.564,
139,3676.710,
140,3710.289,
141,3632.923,
142,3648.318,
143,3661.068,
144,3672.711,
