X	Y	
160.500	542.500	
160.159	541.563	
159.817	540.625	
159.475	539.688	
159.131	538.752	
158.786	537.816	
158.439	536.880	
158.090	535.946	
157.738	535.012	
157.384	534.079	
157.027	533.148	
156.666	532.218	
156.302	531.289	
155.934	530.362	
155.562	529.436	
155.187	528.512	
154.807	527.589	
154.423	526.668	
154.035	525.749	
153.643	524.832	
153.247	523.916	
152.846	523.003	
152.443	522.090	
152.036	521.179	
151.628	520.269	
151.218	519.359	
150.806	518.450	
150.394	517.542	
149.982	516.633	
149.570	515.725	
149.158	514.816	
148.746	513.908	
148.336	512.998	
147.927	512.088	
147.520	511.177	
147.115	510.266	
146.712	509.353	
146.312	508.439	
145.914	507.524	
145.520	506.608	
145.129	505.690	
144.742	504.770	
144.359	503.849	
143.980	502.927	
143.605	502.002	
143.235	501.075	
142.871	500.147	
142.511	499.216	
142.158	498.283	
141.810	497.348	
141.468	496.411	
141.133	495.471	
140.804	494.529	
140.483	493.585	
140.168	492.638	
139.862	491.689	
139.563	490.737	
139.272	489.782	
138.990	488.826	
138.716	487.866	
138.451	486.904	
138.195	485.940	
137.949	484.973	
137.712	484.004	
137.486	483.033	
137.269	482.059	
137.063	481.083	
136.867	480.105	
136.682	479.124	
136.508	478.142	
136.345	477.158	
136.194	476.172	
136.054	475.184	
135.926	474.194	
135.810	473.204	
135.706	472.211	
135.614	471.218	
135.534	470.224	
135.467	469.228	
135.412	468.232	
135.370	467.235	
135.341	466.238	
135.324	465.241	
135.321	464.243	
135.330	463.245	
135.352	462.248	
135.386	461.251	
135.434	460.254	
135.494	459.259	
135.567	458.264	
135.653	457.270	
135.750	456.277	
135.859	455.285	
135.978	454.295	
136.109	453.306	
136.249	452.318	
136.399	451.332	
136.558	450.347	
136.727	449.364	
136.904	448.382	
137.089	447.401	
137.282	446.423	
137.483	445.446	
137.691	444.470	
137.907	443.496	
138.129	442.523	
138.357	441.552	
138.592	440.582	
138.832	439.614	
139.078	438.647	
139.330	437.682	
139.587	436.718	
139.849	435.755	
140.116	434.794	
140.387	433.834	
140.663	432.875	
140.943	431.918	
141.227	430.961	
141.514	430.006	
141.806	429.052	
142.101	428.099	
142.399	427.147	
142.700	426.196	
143.004	425.246	
143.311	424.296	
143.621	423.348	
143.933	422.400	
144.248	421.454	
144.565	420.508	
144.884	419.562	
145.205	418.618	
145.527	417.674	
145.852	416.730	
146.178	415.788	
146.505	414.845	
146.834	413.903	
147.164	412.962	
147.495	412.021	
147.827	411.080	
148.160	410.139	
148.493	409.199	
148.827	408.259	
149.162	407.319	
149.496	406.379	
149.831	405.440	
150.167	404.500	
