 ,Value,
1,3701.865,
2,3853.257,
3,3850.551,
4,3887.735,
5,3873.503,
6,3858.551,
7,3714.720,
8,3669.948,
9,3651.647,
10,3617.431,
11,3732.575,
12,3723.834,
13,3671.004,
14,3670.755,
15,3681.813,
16,3665.881,
17,3740.354,
18,3693.510,
19,3671.540,
20,3752.184,
21,3744.119,
22,3730.268,
23,3761.096,
24,3749.528,
25,3708.342,
26,3788.297,
27,3922.441,
28,3969.912,
29,3884.639,
30,3745.683,
31,3692.266,
32,3753.403,
33,3795.282,
34,3786.830,
35,3714.933,
36,3723.380,
37,3698.255,
38,3743.337,
39,3741.290,
40,3708.209,
41,3946.179,
42,4050.655,
43,4025.914,
44,4010.887,
45,3846.693,
46,3807.237,
47,3917.016,
48,4037.004,
49,3906.896,
50,3883.506,
51,3945.704,
52,3961.119,
53,3955.212,
54,3978.148,
55,3976.065,
56,3858.362,
57,3833.499,
58,3824.260,
59,3824.867,
60,3939.351,
61,3956.961,
62,4024.718,
63,4067.438,
64,4233.077,
65,4350.879,
66,4406.720,
67,4285.945,
68,4160.016,
69,3952.148,
70,3825.741,
71,3673.980,
72,3738.136,
73,3763.003,
74,3842.739,
75,3976.234,
76,4074.569,
77,4063.690,
78,4035.727,
79,3926.571,
80,3780.945,
81,3710.452,
82,3701.901,
83,3690.548,
84,3656.652,
85,3729.661,
86,3744.133,
87,3716.594,
88,3698.311,
89,3745.160,
90,3752.035,
91,3794.765,
92,3706.082,
93,3717.124,
94,3794.326,
95,3712.091,
96,3839.348,
97,3809.127,
98,3735.931,
99,3700.641,
100,3720.220,
101,3642.776,
102,3662.690,
103,3666.726,
104,3703.593,
105,3614.099,
106,3659.355,
107,3637.720,
108,3616.678,
109,3591.907,
110,3607.507,
111,3638.656,
112,3682.372,
113,3606.039,
114,3677.599,
115,3697.524,
116,3704.669,
117,3622.095,
118,3687.400,
119,3703.899,
120,3686.002,
121,3673.610,
122,3794.681,
123,3717.116,
124,3698.286,
125,3691.441,
126,3668.954,
127,3713.373,
128,3639.638,
129,3719.042,
130,3647.838,
131,3682.249,
132,3743.306,
133,3650.570,
134,3644.244,
135,3661.542,
136,3637.762,
