X	Y	
158.167	585.833	
157.693	584.954	
157.222	584.073	
156.753	583.191	
156.288	582.307	
155.829	581.419	
155.377	580.529	
154.934	579.634	
154.499	578.734	
154.075	577.830	
153.662	576.921	
153.260	576.006	
152.871	575.086	
152.495	574.160	
152.133	573.230	
151.784	572.294	
151.449	571.353	
151.127	570.407	
150.818	569.457	
150.520	568.504	
150.232	567.547	
149.953	566.588	
149.683	565.626	
149.420	564.662	
149.164	563.697	
148.914	562.730	
148.669	561.761	
148.429	560.792	
148.193	559.821	
147.962	558.849	
147.733	557.877	
147.507	556.904	
147.284	555.930	
147.062	554.956	
146.842	553.982	
146.624	553.007	
146.406	552.032	
146.190	551.057	
145.973	550.082	
145.757	549.107	
145.540	548.132	
145.323	547.156	
145.105	546.182	
144.886	545.207	
144.666	544.233	
144.445	543.259	
144.222	542.285	
143.998	541.311	
143.774	540.338	
143.549	539.365	
143.324	538.391	
143.100	537.418	
142.877	536.444	
142.654	535.470	
142.434	534.496	
142.215	533.521	
141.999	532.546	
141.785	531.570	
141.574	530.594	
141.366	529.617	
141.162	528.639	
140.962	527.661	
140.766	526.681	
140.574	525.701	
140.387	524.719	
140.206	523.737	
140.030	522.754	
139.859	521.770	
139.695	520.784	
139.537	519.798	
139.386	518.811	
139.242	517.822	
139.105	516.833	
138.976	515.842	
138.855	514.850	
138.743	513.858	
138.639	512.864	
138.544	511.870	
138.459	510.875	
138.383	509.879	
138.317	508.882	
138.262	507.885	
138.217	506.887	
138.184	505.888	
138.161	504.890	
138.151	503.891	
138.152	502.892	
138.166	501.893	
138.192	500.895	
138.231	499.896	
138.281	498.899	
138.344	497.902	
138.417	496.906	
138.502	495.910	
138.598	494.916	
138.704	493.923	
138.819	492.931	
138.946	491.940	
139.081	490.950	
139.225	489.962	
139.378	488.974	
139.541	487.989	
139.711	487.004	
139.888	486.021	
140.074	485.040	
140.267	484.060	
140.467	483.081	
140.673	482.104	
140.887	481.128	
141.106	480.153	
141.331	479.180	
141.562	478.208	
141.798	477.238	
142.039	476.268	
142.286	475.300	
142.537	474.333	
142.792	473.368	
143.051	472.403	
143.314	471.439	
143.581	470.477	
143.851	469.515	
144.125	468.554	
144.401	467.595	
144.681	466.635	
144.962	465.677	
145.246	464.719	
145.532	463.762	
145.821	462.806	
146.110	461.850	
146.401	460.894	
146.694	459.939	
146.987	458.984	
147.281	458.030	
147.576	457.075	
147.871	456.121	
148.167	455.167	
