 ,Value,
1,4004.304,
2,3914.211,
3,3736.787,
4,3752.360,
5,3612.346,
6,3602.083,
7,3603.744,
8,3687.391,
9,3650.064,
10,3695.733,
11,3748.290,
12,3633.658,
13,3519.726,
14,3538.187,
15,3570.612,
16,3546.050,
17,3558.677,
18,3646.016,
19,3614.150,
20,3597.979,
21,3574.101,
22,3600.067,
23,3640.801,
24,3598.501,
25,3679.683,
26,3701.729,
27,3703.093,
28,3700.825,
29,3702.359,
30,3634.182,
31,3634.617,
32,3647.218,
33,3618.268,
34,3578.125,
35,3654.866,
36,3769.151,
37,3729.491,
38,3912.900,
39,3930.852,
40,3907.814,
41,4030.865,
42,3955.813,
43,3955.372,
44,3773.928,
45,3744.549,
46,3725.521,
47,3737.094,
48,3850.271,
49,3847.143,
50,3851.148,
51,3831.412,
52,3871.739,
53,3863.692,
54,3808.623,
55,3755.409,
56,3736.801,
57,3721.041,
58,3674.891,
59,3695.901,
60,3713.979,
61,3869.433,
62,4075.450,
63,4233.174,
64,4378.785,
65,4530.218,
66,4450.943,
67,4281.176,
68,4002.990,
69,3877.232,
70,3828.132,
71,3778.360,
72,3872.242,
73,3985.393,
74,4108.303,
75,4180.950,
76,4202.240,
77,4013.675,
78,3875.471,
79,3725.410,
80,3638.097,
81,3617.761,
82,3635.958,
83,3653.190,
84,3664.415,
85,3603.587,
86,3641.655,
87,3636.995,
88,3668.018,
89,3614.408,
90,3696.757,
91,3747.773,
92,3786.546,
93,3798.159,
94,3817.351,
95,3841.192,
96,3779.639,
97,3795.461,
98,3655.581,
99,3642.048,
100,3665.415,
101,3654.597,
102,3671.774,
103,3704.071,
104,3652.133,
105,3649.084,
106,3684.032,
107,3641.539,
108,3592.497,
109,3683.459,
110,3699.916,
111,3757.586,
112,3769.622,
113,3694.587,
114,3674.555,
115,3643.126,
116,3579.656,
117,3699.420,
118,3627.330,
119,3702.321,
120,3675.611,
121,3711.266,
122,3791.759,
123,3641.763,
124,3590.253,
125,3590.907,
126,3581.511,
127,3537.302,
128,3620.786,
129,3607.792,
130,3654.740,
131,3697.655,
132,3579.029,
133,3633.857,
134,3619.267,
135,3574.494,
136,3520.513,
137,3525.066,
