 ,Value,
1,3770.265,
2,3822.224,
3,3774.159,
4,3758.836,
5,3940.426,
6,4088.329,
7,4158.481,
8,3991.486,
9,4026.971,
10,3918.037,
11,3754.594,
12,3780.525,
13,3620.145,
14,3729.574,
15,3673.639,
16,3651.808,
17,3774.358,
18,3624.347,
19,3680.821,
20,3763.138,
21,3814.273,
22,3857.842,
23,3880.959,
24,3846.561,
25,3738.866,
26,3738.279,
27,3774.722,
28,3848.201,
29,3812.007,
30,3746.093,
31,3839.071,
32,3906.295,
33,3705.373,
34,3748.752,
35,3741.624,
36,3683.080,
37,3665.749,
38,3776.258,
39,3780.690,
40,3779.577,
41,3852.998,
42,3895.755,
43,3937.588,
44,3839.373,
45,3823.329,
46,3949.723,
47,3935.978,
48,4007.325,
49,3805.926,
50,3804.282,
51,3860.365,
52,3871.107,
53,3928.138,
54,3874.924,
55,3852.664,
56,3788.270,
57,3776.892,
58,3836.954,
59,3799.684,
60,3880.260,
61,3847.988,
62,3819.422,
63,4042.862,
64,4119.658,
65,4312.652,
66,4497.445,
67,4366.763,
68,4109.531,
69,3847.609,
70,3795.736,
71,3860.712,
72,3741.700,
73,3872.084,
74,3940.550,
75,3782.235,
76,3958.152,
77,4101.912,
78,4023.572,
79,4033.346,
80,3902.450,
81,3836.357,
82,3730.823,
83,3723.873,
84,3663.491,
85,3660.513,
86,3624.645,
87,3630.057,
88,3601.487,
89,3617.492,
90,3674.228,
91,3593.707,
92,3610.064,
93,3690.155,
94,3738.260,
95,3760.086,
96,3694.790,
97,3686.778,
98,3616.916,
99,3659.366,
100,3572.856,
101,3626.939,
102,3682.452,
103,3711.184,
104,3631.370,
105,3660.145,
106,3650.817,
107,3667.705,
108,3624.303,
109,3573.039,
110,3681.853,
111,3677.084,
112,3643.413,
113,3593.812,
114,3561.507,
115,3665.233,
116,3557.372,
117,3594.176,
118,3648.493,
119,3566.784,
120,3588.267,
121,3585.814,
122,3678.730,
123,3672.996,
124,3682.113,
125,3630.906,
126,3597.452,
127,3618.399,
128,3665.922,
129,3595.489,
130,3615.841,
131,3624.813,
132,3706.343,
133,3589.109,
134,3604.282,
135,3685.707,
136,3636.036,
137,3636.513,
138,3600.983,
139,3627.608,
140,3637.439,
141,3610.503,
142,3643.834,
143,3605.500,
144,3723.476,
145,3636.132,
