X	Y	
165.500	516.500	
165.281	515.525	
165.061	514.550	
164.841	513.574	
164.620	512.599	
164.399	511.625	
164.176	510.650	
163.952	509.676	
163.726	508.702	
163.498	507.729	
163.268	506.756	
163.036	505.784	
162.801	504.812	
162.564	503.841	
162.323	502.871	
162.080	501.902	
161.833	500.933	
161.582	499.965	
161.328	498.999	
161.070	498.033	
160.807	497.068	
160.541	496.105	
160.270	495.143	
159.994	494.182	
159.714	493.222	
159.429	492.264	
159.140	491.308	
158.846	490.352	
158.548	489.398	
158.248	488.444	
157.946	487.492	
157.642	486.539	
157.337	485.587	
157.031	484.636	
156.725	483.684	
156.421	482.732	
156.117	481.780	
155.814	480.827	
155.515	479.873	
155.217	478.919	
154.923	477.964	
154.633	477.007	
154.347	476.049	
154.065	475.090	
153.789	474.129	
153.519	473.167	
153.254	472.203	
152.996	471.237	
152.746	470.270	
152.503	469.300	
152.268	468.328	
152.042	467.355	
151.824	466.379	
151.616	465.401	
151.418	464.422	
151.230	463.440	
151.052	462.456	
150.884	461.471	
150.726	460.484	
150.578	459.495	
150.440	458.505	
150.311	457.514	
150.191	456.521	
150.082	455.528	
149.981	454.533	
149.890	453.538	
149.808	452.542	
149.735	451.545	
149.671	450.547	
149.616	449.549	
149.570	448.551	
149.531	447.552	
149.502	446.553	
149.480	445.553	
149.467	444.554	
149.462	443.554	
149.465	442.554	
149.475	441.555	
149.493	440.555	
149.519	439.556	
149.552	438.557	
149.592	437.558	
149.639	436.560	
149.694	435.562	
149.755	434.564	
149.823	433.567	
149.897	432.570	
149.978	431.574	
150.065	430.578	
150.159	429.583	
150.258	428.588	
150.364	427.594	
150.475	426.600	
150.591	425.608	
150.713	424.616	
150.840	423.624	
150.972	422.633	
151.108	421.643	
151.249	420.653	
151.394	419.664	
151.543	418.676	
151.697	417.688	
151.854	416.701	
152.014	415.714	
152.179	414.728	
152.346	413.743	
152.517	412.758	
152.691	411.774	
152.868	410.790	
153.049	409.807	
153.231	408.824	
153.417	407.841	
153.605	406.860	
153.795	405.878	
153.987	404.898	
154.182	403.917	
154.379	402.937	
154.578	401.957	
154.779	400.978	
154.982	399.999	
155.186	399.021	
155.392	398.043	
155.600	397.065	
155.809	396.087	
156.019	395.110	
156.230	394.133	
156.443	393.156	
156.657	392.180	
156.872	391.204	
157.088	390.228	
157.304	389.252	
157.522	388.276	
157.740	387.301	
157.958	386.325	
158.178	385.350	
158.397	384.375	
158.617	383.400	
158.838	382.425	
159.058	381.450	
159.279	380.475	
159.500	379.500	
