 ,Value,
1,3647.208,
2,3744.288,
3,3815.876,
4,3747.757,
5,3811.273,
6,3765.149,
7,3940.524,
8,3881.463,
9,3845.984,
10,3768.842,
11,3748.257,
12,3693.253,
13,3749.096,
14,3734.952,
15,3633.439,
16,3549.684,
17,3584.011,
18,3581.645,
19,3659.965,
20,3549.463,
21,3534.945,
22,3577.339,
23,3598.871,
24,3611.432,
25,3586.702,
26,3504.642,
27,3489.683,
28,3589.001,
29,3597.020,
30,3549.955,
31,3562.389,
32,3680.877,
33,3628.959,
34,3587.588,
35,3570.624,
36,3572.117,
37,3610.880,
38,3613.045,
39,3639.338,
40,3678.567,
41,3538.140,
42,3563.893,
43,3677.510,
44,3653.445,
45,3668.138,
46,3727.870,
47,3663.551,
48,3611.711,
49,3597.905,
50,3611.435,
51,3616.825,
52,3584.434,
53,3638.991,
54,3599.451,
55,3603.301,
56,3594.182,
57,3644.857,
58,3607.213,
59,3625.036,
60,3655.534,
61,3675.525,
62,3693.233,
63,3801.134,
64,3713.236,
65,3672.149,
66,3721.729,
67,3712.034,
68,3822.998,
69,3830.395,
70,3985.402,
71,3901.434,
72,3934.302,
73,3924.624,
74,4005.309,
75,3999.864,
76,3912.385,
77,3791.080,
78,3788.056,
79,3796.253,
80,3756.126,
81,3687.876,
82,3653.642,
83,3702.644,
84,3649.827,
85,3594.106,
86,3575.827,
87,3567.732,
88,3591.294,
89,3567.469,
90,3621.067,
91,3652.085,
92,3682.616,
93,3723.220,
94,3767.854,
95,3817.772,
96,4012.684,
97,4016.854,
98,3897.533,
99,3827.081,
100,3802.734,
101,3746.592,
102,3687.518,
103,3697.658,
104,3673.339,
105,3728.461,
106,3725.394,
107,3703.453,
108,3702.616,
109,3811.808,
110,3750.583,
111,3656.878,
112,3762.316,
113,3708.868,
114,3680.766,
115,3769.876,
116,3687.326,
117,3703.788,
118,3720.532,
119,3531.910,
120,3629.383,
121,3772.045,
122,3681.158,
123,3679.751,
124,3681.722,
125,3591.565,
126,3682.604,
127,3784.566,
128,3769.046,
129,3612.566,
130,3644.224,
131,3611.343,
132,3663.222,
133,3632.021,
134,3684.207,
135,3644.847,
136,3666.642,
137,3700.541,
138,3651.315,
139,3653.400,
140,3631.061,
141,3636.160,
142,3715.128,
143,3662.837,
144,3594.849,
145,3561.860,
146,3658.624,
147,3700.742,
148,3764.352,
149,3736.981,
150,3819.551,
151,3702.877,
152,3663.193,
153,3653.881,
154,3674.888,
155,3676.892,
156,3652.991,
157,3623.876,
158,3548.301,
159,3562.881,
160,3558.385,
161,3624.623,
