 ,Value
1,3513.191
2,3579.728
3,3539.041
4,3493.316
5,3464.558
6,3442.321
7,3504.888
8,3472.797
9,3478.833
10,3502.256
11,3505.365
12,3486.669
13,3508.574
14,3454.938
15,3555.931
16,3529.803
17,3555.534
18,3501.303
19,3514.533
20,3542.191
21,3563.119
22,3560.679
23,3598.809
24,3560.283
25,3552.031
26,3617.798
27,3590.581
28,3581.674
29,3540.835
30,3534.602
31,3552.554
32,3550.670
33,3543.935
34,3556.743
35,3483.431
36,3487.912
37,3510.521
38,3538.080
39,3445.143
40,3465.064
41,3507.504
42,3509.744
43,3489.647
44,3517.705
45,3513.309
46,3465.139
47,3487.103
48,3482.007
49,3473.773
50,3533.138
51,3464.615
52,3525.514
53,3536.390
54,3587.292
55,3553.082
56,3564.908
57,3577.016
58,3553.636
59,3591.504
60,3608.517
61,3655.525
62,3572.858
63,3539.354
64,3599.966
65,3656.350
66,3658.912
67,3643.364
68,3632.508
