 ,Value,
1,3988.577,
2,3918.057,
3,3817.993,
4,3802.087,
5,3672.671,
6,3600.868,
7,3610.812,
8,3671.932,
9,3747.526,
10,3635.831,
11,3552.017,
12,3529.272,
13,3577.258,
14,3561.468,
15,3565.019,
16,3516.906,
17,3609.511,
18,3603.807,
19,3604.314,
20,3539.922,
21,3535.244,
22,3613.201,
23,3583.906,
24,3570.839,
25,3669.376,
26,3688.405,
27,3587.555,
28,3651.444,
29,3627.459,
30,3617.288,
31,3576.427,
32,3543.595,
33,3613.700,
34,3610.064,
35,3540.664,
36,3660.222,
37,3671.583,
38,3733.815,
39,3700.613,
40,3742.380,
41,3821.327,
42,3876.596,
43,3674.457,
44,3775.219,
45,3754.339,
46,3683.189,
47,3648.551,
48,3636.573,
49,3640.274,
50,3606.645,
51,3571.063,
52,3697.139,
53,3694.911,
54,3735.779,
55,3773.629,
56,3731.117,
57,3748.711,
58,3734.150,
59,3737.925,
60,3738.823,
61,3722.912,
62,3798.566,
63,3970.340,
64,3989.899,
65,4089.383,
66,4195.437,
67,4100.643,
68,4018.985,
69,3968.223,
70,3961.432,
71,3944.535,
72,3984.309,
73,4039.185,
74,3870.138,
75,3907.080,
76,3806.132,
77,3681.381,
78,3637.802,
79,3616.888,
80,3571.588,
81,3560.506,
82,3662.480,
83,3557.186,
84,3520.288,
85,3530.953,
86,3666.460,
87,3641.529,
88,3789.709,
89,3905.680,
90,4026.044,
91,4018.765,
92,4030.419,
93,3996.190,
94,3809.573,
95,3893.934,
96,3722.317,
97,3641.072,
98,3619.615,
99,3661.107,
100,3647.531,
101,3751.042,
102,3640.843,
103,3686.451,
104,3747.947,
105,3794.615,
106,3700.822,
107,3758.664,
108,3807.546,
109,3720.633,
110,3691.412,
111,3654.451,
112,3678.616,
113,3693.621,
114,3707.533,
115,3710.916,
116,3668.446,
117,3701.256,
118,3733.939,
119,3711.525,
120,3743.260,
121,3835.065,
122,3738.637,
123,3713.181,
124,3632.477,
125,3663.076,
126,3653.188,
127,3647.052,
128,3583.585,
129,3685.190,
130,3727.523,
131,3672.417,
132,3573.031,
133,3575.821,
134,3606.480,
135,3651.231,
136,3633.793,
137,3618.700,
138,3633.027,
139,3611.503,
140,3552.824,
141,3605.696,
142,3640.773,
143,3743.573,
144,3745.282,
145,3684.254,
146,3643.586,
147,3587.604,
148,3616.180,
149,3624.783,
