 ,Value,
1,3729.545,
2,3757.920,
3,3644.122,
4,3722.975,
5,3717.644,
6,3691.218,
7,3714.069,
8,3687.998,
9,3696.435,
10,3647.853,
11,3704.918,
12,3727.606,
13,3678.391,
14,3740.519,
15,3630.793,
16,3566.284,
17,3580.225,
18,3596.375,
19,3517.450,
20,3618.190,
21,3652.663,
22,3699.375,
23,3633.086,
24,3707.488,
25,3764.203,
26,3732.956,
27,3854.406,
28,3874.047,
29,3967.807,
30,3983.931,
31,3854.905,
32,3819.660,
33,3906.432,
34,3896.002,
35,3827.869,
36,3783.972,
37,3660.649,
38,3632.734,
39,3689.148,
40,3727.370,
41,3677.190,
42,3683.874,
43,3788.263,
44,3832.731,
45,4036.899,
46,4063.618,
47,3883.942,
48,3861.626,
49,3816.701,
50,3824.794,
51,3718.629,
52,3694.577,
53,3729.145,
54,3689.864,
55,3605.800,
56,3709.956,
57,3762.188,
58,3705.856,
59,3604.901,
60,3633.740,
61,3632.603,
62,3614.569,
63,3615.432,
64,3678.032,
65,3678.466,
66,3662.790,
67,3611.316,
68,3616.429,
69,3629.870,
70,3583.889,
71,3597.996,
72,3624.304,
73,3565.153,
74,3651.751,
75,3606.727,
76,3573.249,
77,3613.155,
78,3648.016,
79,3617.132,
80,3571.196,
81,3527.721,
82,3563.854,
83,3639.079,
84,3565.402,
85,3549.173,
86,3541.800,
87,3556.284,
88,3567.863,
89,3605.650,
90,3593.331,
91,3577.541,
92,3650.488,
93,3536.084,
94,3530.995,
95,3601.888,
96,3544.968,
97,3593.752,
98,3564.567,
99,3543.999,
100,3534.573,
101,3484.581,
102,3510.561,
103,3609.550,
104,3566.789,
105,3578.698,
106,3694.097,
107,3575.385,
108,3564.479,
109,3642.984,
110,3651.352,
111,3620.972,
112,3583.561,
113,3592.801,
114,3612.528,
115,3638.595,
116,3564.129,
117,3519.675,
118,3565.858,
119,3537.805,
120,3574.437,
121,3656.424,
122,3594.995,
123,3564.064,
124,3618.718,
125,3631.141,
126,3641.198,
127,3643.034,
128,3645.737,
129,3576.778,
130,3674.924,
131,3655.201,
132,3662.720,
133,3582.855,
