 ,Value,
1,3635.166,
2,3688.124,
3,3688.608,
4,3612.143,
5,3710.990,
6,3764.905,
7,3580.413,
8,3654.639,
9,3647.763,
10,3659.146,
11,3711.966,
12,3687.002,
13,3671.827,
14,3718.131,
15,3791.533,
16,3718.330,
17,3711.072,
18,3707.036,
19,3669.183,
20,3722.879,
21,3604.093,
22,3579.432,
23,3584.297,
24,3632.960,
25,3548.293,
26,3618.579,
27,3610.258,
28,3573.893,
29,3673.287,
30,3620.003,
31,3578.795,
32,3657.559,
33,3626.315,
34,3606.421,
35,3655.772,
36,3643.274,
37,3654.738,
38,3760.038,
39,3771.670,
40,3846.975,
41,3806.661,
42,3716.966,
43,3647.228,
44,3631.800,
45,3742.253,
46,3727.398,
47,3685.374,
48,3635.241,
49,3631.592,
50,3589.829,
51,3619.029,
52,3587.383,
53,3679.686,
54,3617.025,
55,3613.525,
56,3643.052,
57,3608.495,
58,3719.786,
59,3614.936,
60,3671.156,
61,3717.300,
62,3770.051,
63,3790.185,
64,3773.854,
65,3740.482,
66,3666.993,
67,3687.046,
68,3780.031,
69,3742.516,
70,3751.386,
71,3717.816,
72,3643.759,
73,3622.530,
74,3667.307,
75,3672.064,
76,3643.895,
77,3603.374,
78,3636.210,
79,3572.414,
80,3633.892,
81,3593.524,
82,3615.568,
83,3547.641,
84,3529.955,
85,3490.401,
86,3542.568,
87,3486.137,
88,3504.686,
89,3554.085,
90,3537.770,
91,3499.719,
92,3531.028,
93,3508.618,
94,3568.386,
95,3646.772,
96,3692.752,
97,3756.017,
98,3755.120,
99,3743.290,
100,3648.892,
101,3611.056,
102,3725.414,
103,3760.260,
104,3735.153,
105,3725.193,
106,3732.633,
107,3696.454,
108,3671.533,
109,3680.511,
110,3700.409,
111,3672.406,
112,3591.873,
113,3574.769,
114,3587.847,
115,3528.422,
116,3550.159,
117,3600.939,
118,3653.393,
119,3593.967,
120,3578.698,
121,3558.412,
122,3571.876,
123,3600.477,
124,3668.887,
125,3523.225,
126,3586.409,
127,3604.869,
128,3687.011,
129,3672.259,
130,3632.035,
131,3532.131,
132,3595.756,
133,3558.877,
134,3547.105,
135,3624.124,
136,3635.632,
137,3627.953,
138,3606.176,
139,3670.404,
140,3613.079,
141,3568.022,
142,3656.091,
143,3639.948,
144,3665.309,
145,3560.540,
146,3578.732,
147,3530.750,
148,3578.744,
149,3603.034,
150,3615.566,
151,3649.260,
152,3636.045,
153,3648.905,
154,3685.533,
155,3661.239,
156,3569.126,
157,3569.329,
158,3638.221,
159,3607.409,
160,3598.092,
161,3553.159,
