 ,Value,
1,3800.635,
2,3925.552,
3,3996.693,
4,3960.002,
5,3971.979,
6,3944.912,
7,3799.618,
8,3746.725,
9,3628.364,
10,3674.593,
11,3734.043,
12,3654.703,
13,3676.968,
14,3622.103,
15,3685.647,
16,3722.004,
17,3766.259,
18,3787.901,
19,3684.948,
20,3698.421,
21,3690.644,
22,3665.383,
23,3738.903,
24,3650.831,
25,3703.581,
26,3783.306,
27,3780.562,
28,3876.658,
29,3847.227,
30,3756.048,
31,3678.181,
32,3617.823,
33,3669.788,
34,3675.106,
35,3607.777,
36,3724.721,
37,3688.357,
38,3638.299,
39,3718.176,
40,3670.466,
41,3746.128,
42,3816.458,
43,3863.444,
44,3821.060,
45,3798.804,
46,3753.772,
47,3725.629,
48,3716.143,
49,3753.218,
50,3725.417,
51,3750.771,
52,3734.370,
53,3763.787,
54,3830.073,
55,3758.593,
56,3733.912,
57,3704.038,
58,3716.279,
59,3692.090,
60,3687.691,
61,3887.213,
62,3994.381,
63,4017.299,
64,4043.931,
65,4088.425,
66,4401.746,
67,4591.138,
68,4545.611,
69,4218.208,
70,3930.352,
71,3733.077,
72,3761.198,
73,3707.309,
74,3799.965,
75,4079.475,
76,4154.324,
77,4174.123,
78,4105.371,
79,3921.694,
80,3779.325,
81,3721.459,
82,3643.228,
83,3624.334,
84,3636.529,
85,3579.837,
86,3613.695,
87,3592.545,
88,3613.597,
89,3676.192,
90,3687.913,
91,3650.906,
92,3647.893,
93,3669.095,
94,3741.104,
95,3791.371,
96,3855.602,
97,3779.709,
98,3862.595,
99,3675.868,
100,3724.133,
101,3678.104,
102,3623.310,
103,3590.570,
104,3624.806,
105,3633.040,
106,3627.104,
107,3735.373,
108,3660.431,
109,3642.233,
110,3695.666,
111,3735.167,
112,3684.870,
113,3766.591,
114,3662.275,
115,3575.169,
116,3549.508,
117,3646.499,
118,3654.261,
119,3703.256,
120,3692.038,
121,3661.692,
122,3620.066,
123,3643.068,
124,3619.404,
125,3615.343,
126,3643.504,
127,3659.721,
128,3616.464,
129,3680.139,
130,3678.876,
131,3656.213,
132,3653.258,
133,3600.109,
134,3606.491,
135,3631.204,
136,3599.746,
137,3624.570,
138,3602.908,
139,3540.362,
140,3584.405,
