 ,Value,
1,3835.100,
2,3915.619,
3,4020.523,
4,3944.343,
5,3829.627,
6,3841.656,
7,3738.818,
8,3641.101,
9,3713.044,
10,3744.463,
11,3671.022,
12,3650.617,
13,3641.058,
14,3734.007,
15,3715.982,
16,3677.664,
17,3649.042,
18,3699.041,
19,3680.789,
20,3582.208,
21,3622.441,
22,3607.587,
23,3648.793,
24,3655.818,
25,3633.281,
26,3724.026,
27,3792.467,
28,3825.876,
29,3762.400,
30,3657.270,
31,3662.026,
32,3688.573,
33,3680.056,
34,3606.974,
35,3685.916,
36,3746.367,
37,3708.135,
38,3693.290,
39,3729.642,
40,3750.931,
41,3848.073,
42,3940.883,
43,3800.412,
44,3792.914,
45,3780.433,
46,3754.934,
47,3759.360,
48,3705.681,
49,3758.350,
50,3759.083,
51,3765.858,
52,3830.062,
53,3863.385,
54,3847.992,
55,3816.390,
56,3852.491,
57,3749.177,
58,3692.836,
59,3748.419,
60,3792.731,
61,3834.827,
62,3967.736,
63,3990.848,
64,4163.865,
65,4204.542,
66,4405.055,
67,4525.336,
68,4317.604,
69,4010.287,
70,3841.342,
71,3842.383,
72,3752.802,
73,3814.699,
74,3956.765,
75,4057.786,
76,4192.731,
77,4043.432,
78,3866.620,
79,3757.388,
80,3720.834,
81,3689.954,
82,3643.946,
83,3638.449,
84,3649.839,
85,3640.923,
86,3621.183,
87,3790.553,
88,3575.388,
89,3664.466,
90,3711.930,
91,3764.506,
92,3791.264,
93,3824.533,
94,3788.070,
95,3836.531,
96,3839.670,
97,3731.007,
98,3665.106,
99,3795.511,
100,3735.397,
101,3662.404,
102,3738.008,
103,3635.942,
104,3667.447,
105,3677.217,
106,3676.023,
107,3716.295,
108,3638.817,
109,3651.601,
110,3712.177,
111,3665.772,
112,3685.907,
113,3676.471,
114,3757.135,
115,3755.348,
116,3689.958,
117,3645.381,
118,3612.250,
119,3595.978,
120,3622.875,
121,3657.883,
122,3616.273,
123,3582.396,
124,3613.101,
125,3689.915,
126,3643.972,
127,3625.694,
128,3697.138,
129,3605.660,
