 ,Value,
1,3674.128,
2,3681.299,
3,3735.053,
4,3840.187,
5,3916.574,
6,4047.456,
7,3989.625,
8,3861.286,
9,3772.760,
10,3722.332,
11,3663.282,
12,3668.655,
13,3605.911,
14,3649.562,
15,3712.344,
16,3685.403,
17,3757.100,
18,3859.808,
19,3777.027,
20,3815.935,
21,3686.990,
22,3736.121,
23,3681.202,
24,3682.961,
25,3588.836,
26,3649.433,
27,3687.008,
28,3755.505,
29,3845.669,
30,3840.400,
31,3733.930,
32,3767.502,
33,3739.066,
34,3742.650,
35,3687.294,
36,3715.923,
37,3750.117,
38,3731.231,
39,3752.974,
40,3744.359,
41,3724.866,
42,3755.588,
43,3753.396,
44,3898.656,
45,3920.953,
46,3911.755,
47,4057.009,
48,3866.599,
49,3814.862,
50,3738.913,
51,3769.160,
52,3704.420,
53,3751.554,
54,3763.073,
55,3776.821,
56,3737.192,
57,3787.781,
58,3831.255,
59,3862.826,
60,3877.144,
61,4033.463,
62,4088.847,
63,4169.686,
64,4279.588,
65,4400.254,
66,4467.458,
67,4315.210,
68,4166.552,
69,4092.705,
70,3924.483,
71,3846.526,
72,3779.117,
73,3745.660,
74,3873.651,
75,3878.403,
76,4035.440,
77,4169.048,
78,4036.892,
79,3944.105,
80,3740.583,
81,3769.592,
82,3657.675,
83,3650.968,
84,3645.948,
85,3662.721,
86,3611.899,
87,3606.518,
88,3586.808,
89,3646.691,
90,3638.756,
91,3733.749,
92,3715.882,
93,3679.937,
94,3607.791,
95,3603.173,
96,3618.274,
97,3635.233,
98,3628.375,
99,3629.528,
100,3705.287,
101,3629.174,
102,3646.193,
103,3652.622,
104,3602.393,
105,3622.707,
106,3570.868,
107,3562.274,
108,3550.277,
109,3583.784,
110,3610.095,
111,3559.953,
112,3579.609,
113,3524.575,
114,3517.423,
115,3546.766,
116,3621.157,
117,3631.479,
118,3612.960,
119,3549.215,
120,3589.051,
121,3617.533,
122,3568.322,
123,3575.259,
124,3532.699,
125,3624.648,
126,3543.797,
127,3520.150,
128,3606.026,
129,3587.964,
130,3644.901,
131,3547.727,
132,3522.697,
133,3598.915,
134,3491.540,
135,3569.140,
136,3563.050,
137,3566.565,
138,3524.837,
139,3558.487,
140,3627.236,
141,3545.254,
