 ,Value,
1,3568.812,
2,3562.289,
3,3654.976,
4,3635.911,
5,3750.978,
6,3736.730,
7,3685.687,
8,3730.765,
9,3672.098,
10,3698.804,
11,3640.633,
12,3620.459,
13,3628.496,
14,3684.644,
15,3649.978,
16,3636.818,
17,3637.826,
18,3724.286,
19,3654.025,
20,3560.019,
21,3633.768,
22,3606.087,
23,3558.616,
24,3542.607,
25,3624.663,
26,3571.924,
27,3509.030,
28,3569.864,
29,3586.849,
30,3578.666,
31,3612.153,
32,3588.577,
33,3601.972,
34,3565.187,
35,3573.707,
36,3638.475,
37,3632.237,
38,3624.084,
39,3648.198,
40,3745.517,
41,3611.667,
42,3700.122,
43,3583.955,
44,3558.834,
45,3642.467,
46,3618.523,
47,3616.955,
48,3647.527,
49,3625.589,
50,3600.046,
51,3604.645,
52,3562.822,
53,3653.387,
54,3663.050,
55,3632.611,
56,3628.314,
57,3609.294,
58,3613.895,
59,3653.393,
60,3715.340,
61,3705.899,
62,3720.856,
63,3825.737,
64,3794.708,
65,3694.263,
66,3652.861,
67,3630.679,
68,3787.372,
69,3845.919,
70,3889.596,
71,3755.881,
72,3835.693,
73,3663.205,
74,3657.102,
75,3617.456,
76,3605.737,
77,3671.352,
78,3663.910,
79,3603.575,
80,3574.379,
81,3549.206,
82,3539.920,
83,3508.420,
84,3525.809,
85,3507.847,
86,3506.873,
87,3563.138,
88,3522.185,
89,3540.344,
90,3510.240,
91,3567.240,
92,3603.468,
93,3601.639,
94,3721.689,
95,3787.047,
96,3761.259,
97,3808.214,
98,3799.869,
99,3692.259,
100,3656.458,
101,3684.789,
102,3664.963,
103,3629.889,
104,3696.249,
105,3665.668,
106,3772.170,
107,3724.086,
108,3677.979,
109,3661.250,
110,3674.470,
111,3697.994,
112,3708.119,
113,3684.774,
114,3705.545,
115,3738.247,
116,3729.326,
117,3705.682,
118,3725.517,
119,3661.707,
120,3598.257,
121,3592.163,
122,3649.251,
123,3626.671,
124,3651.758,
125,3629.376,
126,3663.285,
127,3689.173,
128,3623.519,
129,3592.000,
130,3599.487,
131,3607.817,
132,3633.969,
133,3594.127,
134,3626.132,
135,3642.372,
136,3714.389,
137,3664.214,
138,3647.675,
139,3665.400,
140,3545.599,
141,3556.801,
142,3536.509,
143,3552.933,
144,3507.432,
145,3544.859,
146,3497.272,
147,3619.147,
148,3549.497,
149,3539.582,
150,3644.496,
151,3593.941,
152,3615.943,
153,3642.308,
154,3642.026,
155,3640.202,
156,3582.689,
157,3700.100,
158,3706.506,
159,3684.271,
160,3602.069,
161,3588.012,
