 ,Value,
1,3652.400,
2,3703.436,
3,3694.457,
4,3800.177,
5,3987.068,
6,3961.660,
7,4137.018,
8,3981.773,
9,3883.957,
10,3736.747,
11,3675.663,
12,3660.994,
13,3620.648,
14,3599.641,
15,3690.935,
16,3649.730,
17,3780.164,
18,3664.038,
19,3760.187,
20,3674.155,
21,3652.990,
22,3737.785,
23,3716.247,
24,3782.513,
25,3705.556,
26,3682.169,
27,3716.623,
28,3668.885,
29,3681.206,
30,3809.368,
31,3837.111,
32,3772.815,
33,3774.022,
34,3793.457,
35,3703.099,
36,3675.293,
37,3702.194,
38,3715.912,
39,3822.653,
40,3884.824,
41,3778.013,
42,3757.682,
43,3711.745,
44,3801.650,
45,3750.025,
46,3760.545,
47,3813.004,
48,3857.926,
49,3803.496,
50,3878.421,
51,3799.961,
52,3806.036,
53,3782.694,
54,3737.341,
55,3717.226,
56,3708.307,
57,3741.220,
58,3798.185,
59,3789.312,
60,3828.847,
61,3785.844,
62,3709.129,
63,3822.899,
64,4056.483,
65,4128.518,
66,4209.846,
67,4449.439,
68,4246.051,
69,4053.502,
70,3968.063,
71,3937.387,
72,3888.831,
73,3857.105,
74,3795.171,
75,3820.793,
76,3834.065,
77,3781.520,
78,3788.455,
79,3944.645,
80,3997.909,
81,3947.747,
82,3795.723,
83,3711.247,
84,3649.573,
85,3630.768,
86,3663.954,
87,3629.480,
88,3579.426,
89,3651.251,
90,3570.941,
91,3615.225,
92,3594.738,
93,3528.279,
94,3640.629,
95,3681.968,
96,3676.826,
97,3646.192,
98,3637.327,
99,3593.479,
100,3649.682,
101,3622.765,
102,3654.141,
103,3681.262,
104,3581.416,
105,3674.428,
106,3631.647,
107,3585.847,
108,3621.137,
109,3640.312,
110,3610.101,
111,3619.753,
112,3568.553,
113,3577.753,
114,3643.164,
115,3699.795,
116,3619.206,
117,3601.644,
118,3596.904,
119,3596.910,
120,3525.177,
121,3657.633,
122,3617.063,
123,3588.543,
124,3603.250,
125,3605.809,
126,3559.464,
127,3601.651,
128,3593.671,
129,3611.219,
130,3579.077,
131,3603.049,
132,3605.583,
133,3566.789,
134,3623.335,
135,3530.464,
136,3613.636,
137,3570.639,
