 ,Value,
1,3696.664,
2,3747.384,
3,3830.904,
4,3778.214,
5,3686.304,
6,3827.547,
7,3837.231,
8,3802.251,
9,3745.012,
10,3791.344,
11,3714.024,
12,3729.600,
13,3731.632,
14,3697.650,
15,3676.764,
16,3576.008,
17,3552.712,
18,3594.269,
19,3567.372,
20,3587.297,
21,3562.762,
22,3581.068,
23,3645.614,
24,3595.296,
25,3584.656,
26,3583.491,
27,3606.948,
28,3580.254,
29,3565.738,
30,3658.068,
31,3607.108,
32,3606.155,
33,3656.119,
34,3675.220,
35,3657.862,
36,3665.743,
37,3648.549,
38,3665.884,
39,3710.370,
40,3649.603,
41,3600.464,
42,3654.958,
43,3771.895,
44,3784.366,
45,3816.855,
46,3665.294,
47,3658.730,
48,3650.652,
49,3672.669,
50,3662.663,
51,3770.479,
52,3671.962,
53,3690.518,
54,3707.696,
55,3649.445,
56,3609.244,
57,3643.286,
58,3637.474,
59,3627.019,
60,3672.821,
61,3731.423,
62,3766.029,
63,3833.109,
64,3825.182,
65,3734.246,
66,3842.079,
67,3881.206,
68,3940.307,
69,3979.903,
70,3907.561,
71,3850.199,
72,3821.793,
73,3930.963,
74,3896.468,
75,3850.634,
76,3820.411,
77,3778.613,
78,3834.568,
79,3746.528,
80,3722.561,
81,3670.482,
82,3591.621,
83,3615.380,
84,3643.712,
85,3615.902,
86,3633.577,
87,3534.700,
88,3596.313,
89,3616.184,
90,3571.587,
91,3690.106,
92,3689.442,
93,3737.783,
94,3904.212,
95,3962.917,
96,3920.258,
97,3832.586,
98,3810.899,
99,3820.342,
100,3785.844,
101,3728.482,
102,3662.620,
103,3693.815,
104,3787.002,
105,3795.146,
106,3773.957,
107,3717.468,
108,3796.015,
109,3751.266,
110,3674.924,
111,3648.156,
112,3663.240,
113,3660.041,
114,3651.631,
115,3586.195,
116,3600.633,
117,3596.596,
118,3575.039,
119,3626.220,
120,3581.682,
121,3674.944,
122,3663.067,
123,3700.480,
124,3734.868,
125,3787.364,
126,3741.284,
127,3651.781,
128,3679.902,
129,3560.669,
130,3570.786,
131,3610.725,
132,3587.444,
133,3579.051,
134,3544.999,
135,3685.977,
136,3639.579,
137,3628.047,
138,3672.914,
139,3704.150,
140,3614.252,
141,3602.090,
142,3653.710,
143,3576.629,
144,3545.646,
145,3630.952,
146,3586.634,
147,3656.807,
148,3653.600,
149,3677.627,
150,3729.288,
151,3729.424,
152,3687.257,
153,3634.306,
154,3646.670,
155,3628.963,
156,3643.198,
157,3625.380,
158,3613.816,
159,3662.395,
160,3578.706,
