 ,Value,
1,3936.058,
2,3872.453,
3,3690.090,
4,3667.370,
5,3708.282,
6,3602.868,
7,3547.930,
8,3639.247,
9,3584.278,
10,3667.220,
11,3742.829,
12,3753.498,
13,3858.074,
14,3880.134,
15,3887.379,
16,3833.225,
17,3830.762,
18,3724.067,
19,3715.959,
20,3624.680,
21,3768.786,
22,3797.141,
23,3917.918,
24,3909.055,
25,3781.831,
26,3683.814,
27,3687.724,
28,3744.974,
29,3684.425,
30,3641.892,
31,3595.454,
32,3673.088,
33,3674.565,
34,3704.452,
35,3621.033,
36,3625.100,
37,3719.699,
38,3695.515,
39,3776.542,
40,3838.769,
41,3808.293,
42,3682.755,
43,3700.192,
44,3674.275,
45,3584.811,
46,3659.500,
47,3572.456,
48,3579.121,
49,3597.049,
50,3617.676,
51,3513.998,
52,3578.912,
53,3610.695,
54,3613.365,
55,3506.913,
56,3541.891,
57,3556.286,
58,3572.100,
59,3552.529,
60,3581.307,
61,3466.732,
62,3629.870,
63,3644.602,
64,3613.225,
65,3661.752,
66,3572.382,
67,3643.081,
68,3673.057,
69,3760.642,
70,3651.101,
71,3640.107,
72,3683.890,
73,3575.532,
74,3569.132,
75,3600.654,
76,3650.296,
77,3575.647,
78,3589.636,
79,3623.773,
80,3735.906,
81,3649.354,
82,3678.878,
83,3637.817,
84,3607.243,
85,3626.359,
86,3673.351,
87,3616.988,
88,3599.073,
89,3580.441,
90,3536.856,
91,3546.262,
92,3554.520,
93,3510.876,
94,3533.237,
95,3533.074,
96,3556.628,
97,3551.296,
98,3513.026,
99,3524.055,
100,3516.278,
101,3577.090,
102,3580.817,
103,3551.151,
104,3515.165,
105,3559.769,
106,3542.979,
107,3607.222,
108,3526.622,
109,3525.931,
110,3544.421,
111,3542.790,
112,3586.821,
113,3564.716,
114,3576.752,
115,3520.310,
116,3591.723,
117,3638.625,
118,3562.987,
119,3481.114,
120,3535.534,
121,3586.787,
122,3529.894,
