X	Y	
158.167	534.500	
158.001	533.517	
157.835	532.533	
157.668	531.550	
157.500	530.567	
157.331	529.584	
157.160	528.602	
156.988	527.620	
156.813	526.638	
156.635	525.656	
156.455	524.676	
156.271	523.696	
156.084	522.716	
155.893	521.737	
155.698	520.759	
155.499	519.782	
155.294	518.806	
155.085	517.831	
154.870	516.857	
154.650	515.885	
154.424	514.913	
154.191	513.944	
153.952	512.975	
153.706	512.009	
153.454	511.044	
153.193	510.082	
152.926	509.121	
152.650	508.163	
152.367	507.206	
152.075	506.253	
151.775	505.302	
151.466	504.354	
151.148	503.408	
150.821	502.466	
150.485	501.527	
150.141	500.591	
149.790	499.658	
149.431	498.728	
149.067	497.799	
148.698	496.873	
148.324	495.948	
147.947	495.025	
147.567	494.103	
147.186	493.182	
146.802	492.261	
146.419	491.341	
146.035	490.420	
145.652	489.499	
145.271	488.578	
144.891	487.656	
144.515	486.732	
144.142	485.807	
143.774	484.880	
143.410	483.952	
143.052	483.021	
142.701	482.088	
142.356	481.152	
142.020	480.213	
141.692	479.271	
141.373	478.326	
141.065	477.378	
140.767	476.426	
140.481	475.471	
140.207	474.512	
139.946	473.550	
139.700	472.583	
139.467	471.614	
139.251	470.640	
139.050	469.663	
138.866	468.683	
138.700	467.700	
138.551	466.714	
138.418	465.726	
138.302	464.735	
138.201	463.743	
138.115	462.750	
138.043	461.755	
137.984	460.759	
137.939	459.763	
137.905	458.767	
137.884	457.770	
137.874	456.772	
137.874	455.775	
137.885	454.778	
137.904	453.781	
137.933	452.784	
137.971	451.788	
138.016	450.791	
138.068	449.796	
138.127	448.800	
138.193	447.805	
138.265	446.810	
138.341	445.816	
138.423	444.822	
138.510	443.829	
138.600	442.836	
138.694	441.843	
138.791	440.850	
138.891	439.858	
138.993	438.866	
139.097	437.874	
139.203	436.883	
139.309	435.891	
139.417	434.900	
139.524	433.908	
139.632	432.917	
139.739	431.925	
139.845	430.934	
139.950	429.942	
140.053	428.950	
140.154	427.958	
140.253	426.966	
140.349	425.973	
140.442	424.980	
140.533	423.987	
140.622	422.994	
140.709	422.000	
140.793	421.007	
140.875	420.013	
140.955	419.019	
141.033	418.025	
141.108	417.030	
141.182	416.036	
141.254	415.041	
141.325	414.046	
141.393	413.051	
141.460	412.056	
141.525	411.061	
141.588	410.066	
141.650	409.071	
141.710	408.075	
141.769	407.080	
141.827	406.084	
141.883	405.089	
141.939	404.093	
141.993	403.097	
142.045	402.101	
142.097	401.105	
142.148	400.110	
142.198	399.114	
142.247	398.117	
142.295	397.121	
142.343	396.125	
142.389	395.129	
142.436	394.133	
142.481	393.137	
142.526	392.141	
142.571	391.144	
142.615	390.148	
142.659	389.152	
142.703	388.156	
142.747	387.159	
142.790	386.163	
142.833	385.167	
