 ,Value,
1,3623.970,
2,3642.462,
3,3615.303,
4,3638.782,
5,3752.519,
6,3708.797,
7,3711.891,
8,3722.646,
9,3594.432,
10,3593.619,
11,3636.001,
12,3650.300,
13,3538.624,
14,3649.685,
15,3687.391,
16,3689.383,
17,3590.789,
18,3592.571,
19,3512.301,
20,3529.641,
21,3504.085,
22,3498.140,
23,3504.696,
24,3496.860,
25,3534.846,
26,3586.877,
27,3638.683,
28,3716.633,
29,3716.765,
30,3718.089,
31,3723.845,
32,3859.170,
33,3866.115,
34,3849.909,
35,3866.541,
36,3800.749,
37,3778.533,
38,3855.183,
39,3816.760,
40,3798.685,
41,3715.603,
42,3730.044,
43,3726.343,
44,3751.995,
45,3628.109,
46,3696.924,
47,3898.222,
48,3970.743,
49,4027.634,
50,4054.481,
51,3923.232,
52,3721.366,
53,3692.611,
54,3599.102,
55,3645.959,
56,3675.739,
57,3580.538,
58,3671.066,
59,3669.311,
60,3678.712,
61,3710.757,
62,3702.677,
63,3628.926,
64,3615.853,
65,3650.148,
66,3622.279,
67,3640.069,
68,3611.243,
69,3595.715,
70,3715.350,
71,3695.313,
72,3654.256,
73,3662.321,
74,3639.206,
75,3646.437,
76,3600.068,
77,3544.916,
78,3613.928,
79,3577.299,
80,3618.138,
81,3612.394,
82,3645.663,
83,3666.494,
84,3611.934,
85,3580.714,
86,3597.184,
87,3543.107,
88,3548.800,
89,3568.093,
90,3554.054,
91,3575.432,
92,3531.901,
93,3594.492,
94,3537.727,
95,3500.873,
96,3591.212,
97,3618.509,
98,3562.263,
99,3549.281,
100,3600.624,
101,3602.889,
102,3515.336,
103,3538.744,
104,3497.172,
105,3573.355,
106,3590.475,
107,3501.916,
108,3539.919,
109,3567.096,
110,3529.667,
111,3535.161,
112,3508.183,
113,3533.619,
114,3588.011,
115,3606.680,
116,3557.868,
117,3589.632,
118,3535.757,
119,3582.710,
120,3554.926,
121,3581.241,
122,3554.027,
123,3529.775,
124,3556.671,
125,3559.065,
126,3490.507,
127,3562.248,
128,3602.369,
129,3527.460,
130,3665.658,
131,3496.749,
132,3526.389,
133,3486.876,
134,3524.293,
135,3500.682,
136,3503.486,
137,3551.237,
138,3580.866,
139,3523.876,
