 ,Value,
1,3858.028,
2,3795.780,
3,3819.989,
4,4109.506,
5,4059.276,
6,3932.499,
7,3855.207,
8,3761.881,
9,3641.361,
10,3669.233,
11,3677.208,
12,3750.033,
13,3728.578,
14,3674.024,
15,3676.655,
16,3572.213,
17,3555.514,
18,3630.799,
19,3659.382,
20,3567.485,
21,3686.228,
22,3585.792,
23,3689.011,
24,3738.547,
25,3786.026,
26,3664.396,
27,3720.776,
28,3768.721,
29,3745.562,
30,3686.569,
31,3716.377,
32,3666.425,
33,3724.388,
34,3709.543,
35,3687.191,
36,3622.712,
37,3707.243,
38,3772.203,
39,3705.631,
40,3736.038,
41,3752.271,
42,3824.065,
43,3878.267,
44,4047.401,
45,3839.411,
46,3755.105,
47,3728.839,
48,3719.051,
49,3663.338,
50,3634.234,
51,3699.944,
52,3714.573,
53,3746.415,
54,3801.072,
55,3790.980,
56,3835.423,
57,3767.555,
58,3828.733,
59,3859.463,
60,3842.271,
61,3916.748,
62,4016.782,
63,3904.886,
64,3728.885,
65,3936.414,
66,3864.671,
67,4140.605,
68,4305.932,
69,4187.418,
70,4228.849,
71,4093.220,
72,4072.061,
73,4023.582,
74,4022.540,
75,4024.487,
76,3984.063,
77,3861.027,
78,3871.172,
79,3916.817,
80,3875.581,
81,3748.992,
82,3734.794,
83,3679.130,
84,3679.225,
85,3699.517,
86,3736.073,
87,3739.394,
88,3718.802,
89,3809.821,
90,3923.825,
91,3988.183,
92,3980.216,
93,4004.460,
94,3956.987,
95,3985.660,
96,3955.822,
97,3816.784,
98,3735.175,
99,3749.410,
100,3771.794,
101,3736.147,
102,3750.668,
103,3695.582,
104,3621.673,
105,3686.445,
106,3590.974,
107,3644.953,
108,3625.052,
109,3626.232,
110,3704.817,
111,3658.120,
112,3597.010,
113,3593.848,
114,3608.459,
115,3552.038,
116,3687.494,
117,3629.201,
118,3681.886,
119,3684.532,
120,3734.491,
121,3736.779,
122,3699.854,
123,3696.584,
124,3681.583,
125,3684.667,
126,3709.892,
127,3628.686,
128,3665.750,
129,3629.447,
130,3690.553,
131,3646.950,
132,3581.517,
133,3573.490,
134,3600.840,
135,3717.621,
136,3755.317,
137,3660.391,
138,3660.867,
139,3655.539,
140,3652.350,
141,3657.271,
142,3605.185,
143,3629.541,
144,3684.580,
145,3578.278,
146,3575.097,
147,3548.229,
148,3673.658,
149,3688.886,
150,3599.824,
