X	Y	
165.500	505.500	
165.086	504.586	
164.671	503.672	
164.258	502.758	
163.846	501.844	
163.435	500.928	
163.026	500.012	
162.619	499.095	
162.214	498.177	
161.813	497.258	
161.414	496.337	
161.020	495.415	
160.629	494.491	
160.243	493.565	
159.861	492.637	
159.485	491.707	
159.114	490.774	
158.750	489.840	
158.392	488.902	
158.042	487.962	
157.698	487.020	
157.363	486.074	
157.036	485.125	
156.719	484.174	
156.411	483.219	
156.112	482.261	
155.823	481.300	
155.543	480.337	
155.271	479.371	
155.006	478.403	
154.749	477.434	
154.498	476.462	
154.253	475.490	
154.013	474.515	
153.777	473.540	
153.545	472.564	
153.317	471.587	
153.091	470.610	
152.866	469.632	
152.643	468.654	
152.421	467.675	
152.198	466.697	
151.975	465.719	
151.751	464.741	
151.525	463.763	
151.298	462.786	
151.067	461.810	
150.834	460.834	
150.597	459.859	
150.357	458.885	
150.116	457.911	
149.875	456.937	
149.633	455.964	
149.393	454.989	
149.155	454.015	
148.919	453.040	
148.686	452.064	
148.458	451.087	
148.234	450.109	
148.015	449.130	
147.803	448.149	
147.597	447.167	
147.398	446.184	
147.206	445.199	
147.023	444.213	
146.848	443.225	
146.682	442.235	
146.526	441.244	
146.379	440.252	
146.242	439.258	
146.117	438.263	
146.001	437.266	
145.898	436.268	
145.805	435.269	
145.725	434.269	
145.656	433.268	
145.599	432.267	
145.555	431.264	
145.523	430.262	
145.503	429.258	
145.497	428.255	
145.503	427.252	
145.522	426.249	
145.553	425.246	
145.595	424.244	
145.648	423.242	
145.712	422.241	
145.787	421.240	
145.870	420.240	
145.963	419.241	
146.065	418.243	
146.175	417.246	
146.293	416.250	
146.419	415.254	
146.552	414.260	
146.692	413.267	
146.840	412.274	
146.993	411.283	
147.153	410.292	
147.319	409.303	
147.490	408.314	
147.667	407.327	
147.850	406.340	
148.037	405.354	
148.229	404.370	
148.425	403.386	
148.627	402.403	
148.832	401.421	
149.041	400.440	
149.255	399.459	
149.472	398.480	
149.692	397.501	
149.916	396.523	
150.144	395.546	
150.374	394.570	
150.607	393.594	
150.844	392.619	
151.083	391.644	
151.324	390.671	
151.568	389.698	
151.815	388.725	
152.063	387.753	
152.314	386.782	
152.567	385.811	
152.822	384.840	
153.078	383.870	
153.336	382.901	
153.596	381.932	
153.857	380.963	
154.120	379.995	
154.384	379.027	
154.649	378.059	
154.916	377.092	
155.183	376.125	
155.451	375.158	
155.720	374.192	
155.990	373.226	
156.261	372.259	
156.532	371.293	
156.804	370.328	
157.076	369.362	
157.348	368.396	
157.621	367.431	
157.894	366.465	
158.167	365.500	
