 ,Value,
1,3709.526,
2,3773.064,
3,3781.834,
4,3910.594,
5,3987.002,
6,4005.063,
7,3814.195,
8,3782.248,
9,3666.865,
10,3654.528,
11,3662.768,
12,3730.458,
13,3674.909,
14,3637.812,
15,3722.476,
16,3666.416,
17,3645.611,
18,3568.056,
19,3544.821,
20,3625.650,
21,3706.732,
22,3626.069,
23,3712.135,
24,3688.364,
25,3740.304,
26,3757.623,
27,3765.059,
28,3821.773,
29,3875.180,
30,3882.836,
31,3849.839,
32,3973.589,
33,3941.595,
34,3936.766,
35,3902.037,
36,3887.786,
37,3935.456,
38,3981.285,
39,3930.687,
40,3794.644,
41,3771.970,
42,3844.947,
43,3876.799,
44,3851.556,
45,3821.146,
46,3880.833,
47,3872.499,
48,3839.641,
49,3884.472,
50,3804.952,
51,3801.127,
52,3853.557,
53,3898.387,
54,3810.961,
55,3798.930,
56,3781.106,
57,3721.110,
58,3811.280,
59,3902.408,
60,3916.616,
61,3988.721,
62,3924.950,
63,3787.340,
64,3793.941,
65,3737.161,
66,3740.485,
67,3715.553,
68,3717.385,
69,3851.975,
70,3950.058,
71,3957.215,
72,4000.065,
73,4042.253,
74,3887.384,
75,3794.583,
76,3790.586,
77,3659.726,
78,3687.076,
79,3705.012,
80,3676.641,
81,3719.189,
82,3820.370,
83,3798.204,
84,3737.459,
85,3704.834,
86,3679.305,
87,3651.767,
88,3616.195,
89,3592.179,
90,3563.039,
91,3508.287,
92,3570.773,
93,3606.149,
94,3567.611,
95,3602.616,
96,3591.233,
97,3524.906,
98,3545.531,
99,3552.683,
100,3611.007,
101,3589.862,
102,3634.092,
103,3592.180,
104,3575.040,
105,3581.336,
106,3597.975,
107,3564.356,
108,3607.568,
109,3581.469,
110,3615.131,
111,3601.708,
112,3592.720,
113,3606.303,
114,3560.259,
115,3605.881,
116,3588.712,
117,3531.398,
118,3532.583,
119,3548.911,
120,3681.894,
121,3613.420,
122,3652.101,
123,3621.447,
124,3620.145,
125,3544.561,
126,3550.536,
127,3581.086,
128,3550.603,
129,3569.568,
130,3573.242,
131,3596.456,
132,3604.261,
133,3622.816,
134,3611.719,
135,3664.972,
136,3587.925,
137,3565.027,
138,3634.953,
139,3614.543,
140,3613.123,
141,3584.573,
142,3634.825,
143,3626.603,
144,3630.294,
145,3518.344,
146,3630.225,
147,3729.699,
148,3619.657,
149,3630.607,
150,3680.811,
151,3728.156,
152,3654.874,
153,3617.011,
154,3535.626,
