 ,Value,
1,3736.728,
2,3877.245,
3,3963.678,
4,4039.334,
5,4166.069,
6,3975.313,
7,3752.971,
8,3602.274,
9,3549.696,
10,3569.581,
11,3602.874,
12,3565.993,
13,3648.501,
14,3673.644,
15,3643.620,
16,3582.434,
17,3660.248,
18,3705.926,
19,3754.784,
20,3756.414,
21,3833.721,
22,3870.692,
23,3871.748,
24,3804.360,
25,3842.286,
26,3846.986,
27,4128.227,
28,4182.504,
29,4063.658,
30,3792.351,
31,3784.893,
32,3733.423,
33,3759.093,
34,3748.930,
35,3699.926,
36,3713.791,
37,3725.910,
38,3707.756,
39,3628.331,
40,3686.204,
41,3727.186,
42,3718.106,
43,3782.988,
44,3742.038,
45,3713.709,
46,3680.458,
47,3657.268,
48,3591.367,
49,3612.252,
50,3612.363,
51,3699.412,
52,3719.593,
53,3710.168,
54,3726.360,
55,3676.649,
56,3619.481,
57,3611.963,
58,3620.067,
59,3588.559,
60,3589.945,
61,3623.302,
62,3648.677,
63,3663.406,
64,3682.804,
65,3618.031,
66,3644.345,
67,3641.331,
68,3581.519,
69,3611.508,
70,3607.640,
71,3600.821,
72,3603.379,
73,3612.634,
74,3604.698,
75,3622.231,
76,3690.576,
77,3709.025,
78,3694.004,
79,3684.028,
80,3666.040,
81,3559.032,
82,3527.529,
83,3539.291,
84,3532.593,
85,3611.583,
86,3612.961,
87,3635.492,
88,3643.248,
89,3578.864,
90,3615.892,
91,3551.792,
92,3566.334,
93,3602.897,
94,3575.078,
95,3565.292,
96,3607.708,
97,3697.867,
98,3645.694,
99,3557.294,
100,3600.821,
101,3652.793,
102,3592.775,
103,3591.297,
104,3540.427,
105,3528.190,
106,3548.400,
107,3579.367,
108,3536.685,
109,3559.893,
110,3588.370,
111,3632.158,
112,3674.374,
113,3593.048,
114,3590.710,
115,3656.759,
116,3609.796,
117,3569.463,
118,3555.339,
119,3569.317,
120,3581.924,
