 ,Value,
1,3826.559,
2,3986.126,
3,3992.780,
4,3994.388,
5,3794.452,
6,3699.376,
7,3664.609,
8,3662.993,
9,3577.278,
10,3789.189,
11,3740.369,
12,3683.691,
13,3615.563,
14,3669.721,
15,3668.571,
16,3696.250,
17,3701.854,
18,3743.669,
19,3678.497,
20,3680.972,
21,3688.019,
22,3627.497,
23,3653.645,
24,3667.409,
25,3757.772,
26,3783.040,
27,3766.423,
28,3859.485,
29,3903.393,
30,3761.344,
31,3762.365,
32,3704.251,
33,3753.972,
34,3765.014,
35,3667.377,
36,3726.258,
37,3732.512,
38,3867.066,
39,3925.886,
40,4024.341,
41,4027.986,
42,4097.373,
43,4071.707,
44,3889.284,
45,3824.219,
46,3807.234,
47,3721.514,
48,3700.831,
49,3798.985,
50,3818.892,
51,3801.603,
52,3899.582,
53,3886.256,
54,4012.424,
55,3998.584,
56,4007.711,
57,3925.970,
58,3944.230,
59,4021.692,
60,4246.539,
61,4314.843,
62,4475.499,
63,4332.695,
64,4189.246,
65,4203.633,
66,4102.135,
67,4004.262,
68,3896.777,
69,3837.016,
70,3724.099,
71,3668.783,
72,3788.110,
73,3807.122,
74,3960.554,
75,4065.974,
76,3969.668,
77,4053.672,
78,3982.599,
79,3796.158,
80,3771.688,
81,3683.951,
82,3606.872,
83,3630.221,
84,3630.272,
85,3752.895,
86,3715.535,
87,3743.195,
88,3783.543,
89,3826.010,
90,3818.843,
91,3862.795,
92,3913.678,
93,3868.213,
94,3920.516,
95,3939.890,
96,3966.733,
97,3786.411,
98,3774.648,
99,3815.522,
100,3746.210,
101,3754.387,
102,3692.417,
103,3754.564,
104,3667.208,
105,3682.540,
106,3692.949,
107,3760.713,
108,3731.742,
109,3724.580,
110,3715.307,
111,3651.116,
112,3802.022,
113,3694.300,
114,3677.686,
115,3700.550,
116,3691.355,
117,3705.234,
118,3743.224,
119,3735.602,
120,3764.658,
121,3688.465,
122,3659.265,
123,3636.680,
124,3677.564,
125,3691.874,
126,3633.956,
127,3690.406,
128,3714.899,
129,3697.288,
130,3695.313,
131,3698.013,
132,3680.263,
133,3688.031,
134,3720.211,
135,3704.838,
136,3649.598,
137,3630.139,
138,3631.815,
139,3564.924,
140,3661.621,
141,3612.332,
142,3575.830,
143,3605.731,
144,3588.239,
145,3557.772,
