 ,Value,
1,3703.380,
2,3713.686,
3,3722.661,
4,3827.098,
5,3988.995,
6,3975.722,
7,3945.601,
8,3841.457,
9,3854.196,
10,3742.570,
11,3733.184,
12,3751.296,
13,3698.938,
14,3724.076,
15,3708.840,
16,3681.149,
17,3706.715,
18,3625.539,
19,3577.775,
20,3662.926,
21,3567.711,
22,3667.197,
23,3711.002,
24,3631.926,
25,3605.946,
26,3604.599,
27,3811.889,
28,3815.382,
29,3760.056,
30,3760.783,
31,3735.496,
32,3674.233,
33,3672.022,
34,3628.793,
35,3630.108,
36,3639.478,
37,3631.546,
38,3655.792,
39,3662.507,
40,3819.437,
41,3768.708,
42,3779.710,
43,3938.806,
44,3939.570,
45,3849.316,
46,3943.378,
47,3928.278,
48,3853.033,
49,3811.110,
50,3630.292,
51,3652.631,
52,3678.694,
53,3593.130,
54,3634.605,
55,3612.284,
56,3715.202,
57,3703.462,
58,3662.348,
59,3663.332,
60,3662.659,
61,3705.012,
62,3703.419,
63,3759.032,
64,3861.521,
65,3971.613,
66,3779.293,
67,3746.949,
68,3736.122,
69,3859.067,
70,3969.803,
71,4033.928,
72,4137.761,
73,4006.897,
74,3919.756,
75,3958.205,
76,3926.503,
77,3905.903,
78,3822.721,
79,3802.602,
80,3840.892,
81,3877.832,
82,3753.139,
83,3718.378,
84,3693.951,
85,3695.646,
86,3632.936,
87,3568.191,
88,3669.154,
89,3701.052,
90,3687.904,
91,3662.390,
92,3760.959,
93,3793.823,
94,4012.152,
95,3855.895,
96,4011.861,
97,3888.476,
98,3964.182,
99,3947.870,
100,3837.990,
101,3885.488,
102,3848.783,
103,3734.762,
104,3748.257,
105,3738.204,
106,3692.075,
107,3706.696,
108,3701.861,
109,3718.718,
110,3676.722,
111,3688.009,
112,3578.418,
113,3643.757,
114,3679.803,
115,3674.826,
116,3638.110,
117,3638.959,
118,3710.462,
119,3718.238,
120,3730.240,
121,3687.885,
122,3684.047,
123,3685.449,
124,3803.091,
125,3790.092,
126,3850.515,
127,3748.143,
128,3714.084,
129,3769.765,
130,3701.577,
131,3692.588,
132,3662.979,
133,3657.757,
134,3630.960,
135,3693.558,
136,3616.175,
137,3605.449,
138,3635.670,
139,3636.123,
140,3707.271,
141,3709.063,
