 ,Value,
1,3954.853,
2,4128.934,
3,3983.247,
4,3894.251,
5,3798.909,
6,3702.144,
7,3697.127,
8,3797.997,
9,3847.082,
10,3790.986,
11,3808.498,
12,3614.937,
13,3639.173,
14,3709.757,
15,3701.202,
16,3643.840,
17,3576.290,
18,3633.250,
19,3648.730,
20,3590.741,
21,3703.633,
22,3663.093,
23,3753.169,
24,3799.132,
25,3691.002,
26,3706.128,
27,3839.502,
28,3794.133,
29,3745.433,
30,3684.865,
31,3725.244,
32,3639.218,
33,3747.712,
34,3791.880,
35,3775.128,
36,3786.818,
37,3887.335,
38,3883.905,
39,3984.730,
40,3982.795,
41,4035.216,
42,3959.824,
43,3885.498,
44,3830.947,
45,3667.545,
46,3677.576,
47,3660.001,
48,3654.561,
49,3629.189,
50,3739.067,
51,3714.740,
52,3686.085,
53,3714.817,
54,3828.872,
55,3810.726,
56,3682.880,
57,3653.854,
58,3731.972,
59,3853.999,
60,3994.582,
61,3953.136,
62,3853.341,
63,3769.887,
64,3829.257,
65,3880.113,
66,3942.266,
67,4150.610,
68,4149.663,
69,4171.883,
70,4084.873,
71,4040.983,
72,3936.976,
73,3925.367,
74,3813.939,
75,3816.682,
76,3966.425,
77,3927.013,
78,3926.694,
79,3853.496,
80,3703.672,
81,3650.305,
82,3683.719,
83,3720.391,
84,3725.724,
85,3710.292,
86,3721.196,
87,3725.571,
88,3763.193,
89,3910.074,
90,4022.357,
91,4005.884,
92,3945.710,
93,3970.068,
94,3932.263,
95,3913.174,
96,3799.494,
97,3654.969,
98,3665.564,
99,3653.996,
100,3637.962,
101,3680.880,
102,3687.912,
103,3644.496,
104,3744.458,
105,3656.401,
106,3637.437,
107,3641.304,
108,3599.717,
109,3698.711,
110,3682.313,
111,3667.279,
112,3672.042,
113,3691.819,
114,3594.141,
115,3618.314,
116,3748.826,
117,3792.949,
118,3719.770,
119,3710.507,
120,3678.335,
121,3761.801,
122,3751.162,
123,3716.763,
124,3678.322,
125,3685.736,
126,3731.168,
127,3614.781,
128,3645.349,
129,3646.483,
130,3611.490,
131,3681.195,
132,3630.187,
133,3646.119,
134,3616.238,
135,3603.934,
136,3691.613,
137,3677.741,
138,3733.419,
139,3661.923,
140,3601.728,
141,3657.950,
142,3681.792,
143,3584.725,
