 ,Value,
1,3678.005,
2,3570.708,
3,3515.094,
4,3563.265,
5,3586.311,
6,3658.157,
7,3700.506,
8,3718.937,
9,3766.826,
10,3971.955,
11,4007.400,
12,3960.150,
13,3829.901,
14,3675.325,
15,3771.673,
16,3787.114,
17,3851.184,
18,3881.289,
19,3806.900,
20,3852.903,
21,3817.393,
22,3765.822,
23,3677.707,
24,3689.243,
25,3660.720,
26,3638.202,
27,3601.470,
28,3640.407,
29,3590.441,
30,3647.067,
31,3663.328,
32,3686.466,
33,3783.337,
34,3767.204,
35,3776.007,
36,3826.282,
37,3792.507,
38,3694.863,
39,3736.587,
40,3600.883,
41,3609.408,
42,3624.064,
43,3554.412,
44,3546.532,
45,3533.048,
46,3576.098,
47,3580.996,
48,3546.185,
49,3611.073,
50,3567.834,
51,3624.064,
52,3577.590,
53,3534.329,
54,3569.742,
55,3681.570,
56,3641.183,
57,3629.579,
58,3583.013,
59,3641.419,
60,3663.302,
61,3640.504,
62,3620.142,
63,3727.249,
64,3692.634,
65,3707.915,
66,3744.103,
67,3753.170,
68,3677.231,
69,3615.378,
70,3641.581,
71,3633.202,
72,3634.803,
73,3661.887,
74,3695.205,
75,3723.121,
76,3671.744,
77,3612.461,
78,3637.485,
79,3655.472,
80,3621.414,
81,3615.266,
82,3559.959,
83,3530.332,
84,3609.363,
85,3619.444,
86,3575.256,
87,3555.988,
88,3575.591,
89,3572.844,
90,3593.959,
91,3593.673,
92,3529.443,
93,3579.237,
94,3571.490,
95,3570.908,
96,3525.411,
97,3592.524,
98,3622.704,
99,3593.135,
100,3515.954,
101,3610.529,
102,3611.087,
103,3603.439,
104,3616.773,
105,3608.986,
106,3540.173,
107,3596.295,
108,3568.625,
109,3656.126,
110,3642.436,
111,3584.129,
112,3612.851,
113,3577.280,
