 ,Value,
1,3658.801,
2,3705.364,
3,3680.122,
4,3763.338,
5,3942.957,
6,3981.670,
7,3977.109,
8,3831.486,
9,3849.810,
10,3764.005,
11,3755.470,
12,3753.972,
13,3698.251,
14,3685.902,
15,3636.130,
16,3608.494,
17,3590.565,
18,3599.587,
19,3660.219,
20,3643.933,
21,3652.132,
22,3668.694,
23,3697.255,
24,3786.857,
25,3852.549,
26,3893.704,
27,3861.225,
28,3878.980,
29,3869.729,
30,3766.425,
31,3834.662,
32,3904.795,
33,3951.796,
34,3934.562,
35,4000.855,
36,3853.250,
37,3863.812,
38,3804.744,
39,3779.656,
40,3783.344,
41,3743.488,
42,3798.732,
43,3920.459,
44,3966.993,
45,3857.076,
46,3881.003,
47,3979.461,
48,3959.027,
49,3931.090,
50,4002.325,
51,3834.922,
52,3790.760,
53,3723.485,
54,3708.427,
55,3723.446,
56,3787.625,
57,3912.905,
58,3878.037,
59,3890.442,
60,3838.731,
61,3748.999,
62,3769.475,
63,3738.449,
64,3745.698,
65,3855.877,
66,3864.942,
67,3914.942,
68,3954.829,
69,4143.862,
70,4207.791,
71,4092.816,
72,3955.770,
73,3818.680,
74,3677.937,
75,3698.300,
76,3767.375,
77,3880.202,
78,4022.002,
79,3939.695,
80,4028.851,
81,3942.381,
82,3812.971,
83,3824.506,
84,3786.108,
85,3686.550,
86,3632.199,
87,3686.787,
88,3670.897,
89,3593.926,
90,3592.462,
91,3570.729,
92,3487.437,
93,3557.764,
94,3569.709,
95,3624.945,
96,3607.738,
97,3599.475,
98,3645.620,
99,3597.190,
100,3672.658,
101,3698.941,
102,3706.836,
103,3623.798,
104,3668.638,
105,3637.384,
106,3616.539,
107,3626.029,
108,3673.785,
109,3682.058,
110,3640.830,
111,3523.941,
112,3555.310,
113,3629.677,
114,3590.868,
115,3628.733,
116,3645.100,
117,3648.253,
118,3671.109,
119,3694.106,
120,3679.883,
121,3606.489,
122,3616.827,
123,3556.709,
124,3666.645,
125,3655.931,
126,3652.923,
127,3596.003,
128,3618.409,
129,3622.381,
130,3629.499,
131,3685.527,
132,3620.901,
133,3625.947,
134,3674.612,
135,3595.307,
136,3578.139,
137,3586.863,
138,3577.333,
139,3583.898,
140,3632.221,
141,3629.282,
142,3652.879,
143,3673.763,
144,3688.874,
145,3724.054,
