 ,Value,
1,3876.571,
2,3785.926,
3,3716.179,
4,3715.681,
5,3644.805,
6,3711.355,
7,3777.522,
8,3776.473,
9,3789.340,
10,3602.870,
11,3617.851,
12,3615.196,
13,3757.628,
14,3645.178,
15,3722.628,
16,3698.510,
17,3686.912,
18,3758.643,
19,3662.261,
20,3725.546,
21,3773.426,
22,3814.067,
23,3855.010,
24,3855.315,
25,3905.227,
26,3759.526,
27,3830.400,
28,3800.284,
29,3683.048,
30,3793.216,
31,3788.023,
32,3774.245,
33,3832.917,
34,3856.928,
35,3762.516,
36,3831.755,
37,3913.587,
38,3918.477,
39,4032.267,
40,3924.244,
41,3787.749,
42,3700.081,
43,3751.462,
44,3823.236,
45,3747.773,
46,3852.771,
47,3990.319,
48,3940.640,
49,3956.618,
50,4101.210,
51,3930.037,
52,3869.308,
53,3849.142,
54,3886.130,
55,3942.382,
56,4145.213,
57,4280.333,
58,4185.214,
59,4087.053,
60,4238.264,
61,4257.309,
62,4079.466,
63,3953.458,
64,3835.564,
65,3858.573,
66,3906.049,
67,3872.140,
68,3839.991,
69,3906.616,
70,3972.646,
71,4027.413,
72,3968.283,
73,3929.949,
74,3887.279,
75,3773.042,
76,3674.022,
77,3633.323,
78,3623.338,
79,3729.148,
80,3719.242,
81,3709.668,
82,3728.900,
83,3716.715,
84,3693.184,
85,3730.654,
86,3850.725,
87,3869.067,
88,3851.281,
89,3884.615,
90,3935.663,
91,3912.981,
92,3827.650,
93,3737.876,
94,3684.939,
95,3732.855,
96,3695.014,
97,3668.418,
98,3800.681,
99,3651.130,
100,3669.495,
101,3724.861,
102,3748.047,
103,3724.389,
104,3611.759,
105,3593.816,
106,3679.114,
107,3680.691,
108,3794.646,
109,3759.435,
110,3675.069,
111,3670.947,
112,3655.446,
113,3740.637,
114,3792.303,
115,3687.182,
116,3699.201,
117,3639.150,
118,3676.421,
119,3681.373,
120,3649.839,
121,3670.825,
122,3630.069,
123,3649.452,
124,3615.990,
125,3613.217,
126,3667.370,
127,3619.238,
128,3644.916,
129,3679.500,
130,3646.138,
131,3639.993,
132,3631.279,
133,3603.381,
134,3672.373,
135,3608.188,
136,3614.247,
137,3620.529,
138,3586.544,
139,3583.422,
140,3615.623,
141,3554.484,
142,3569.555,
143,3531.946,
144,3545.188,
