 ,Value,
1,3579.010,
2,3561.968,
3,3589.885,
4,3557.429,
5,3518.933,
6,3633.450,
7,3550.559,
8,3565.751,
9,3572.126,
10,3716.496,
11,3738.459,
12,3755.674,
13,3785.959,
14,3697.604,
15,3710.427,
16,3699.144,
17,3811.260,
18,3855.007,
19,3809.946,
20,3783.589,
21,3740.386,
22,3668.844,
23,3604.767,
24,3574.622,
25,3611.767,
26,3646.153,
27,3601.808,
28,3597.966,
29,3579.077,
30,3570.340,
31,3581.327,
32,3606.179,
33,3619.170,
34,3676.069,
35,3632.705,
36,3605.320,
37,3635.425,
38,3585.538,
39,3557.316,
40,3607.352,
41,3621.401,
42,3531.213,
43,3479.130,
44,3482.899,
45,3529.944,
46,3559.213,
47,3524.239,
48,3524.856,
49,3517.174,
50,3502.705,
51,3537.487,
52,3530.980,
53,3575.342,
54,3564.461,
55,3558.892,
56,3569.016,
57,3520.525,
58,3527.869,
59,3538.263,
60,3544.145,
61,3569.615,
62,3596.871,
63,3581.725,
64,3558.199,
65,3520.249,
66,3488.284,
67,3537.392,
68,3577.090,
69,3581.111,
70,3548.291,
71,3533.772,
72,3549.433,
73,3544.110,
74,3554.300,
75,3532.858,
76,3561.633,
77,3557.193,
78,3570.061,
79,3519.951,
80,3531.819,
81,3659.132,
82,3544.920,
83,3566.923,
84,3542.948,
85,3614.551,
86,3523.580,
87,3581.359,
88,3542.796,
89,3574.760,
90,3510.853,
91,3573.458,
92,3630.158,
93,3560.336,
94,3568.265,
95,3559.848,
96,3524.490,
97,3588.951,
98,3662.891,
99,3682.273,
100,3545.482,
101,3472.590,
102,3534.960,
103,3523.645,
104,3551.786,
105,3586.703,
106,3553.017,
107,3571.263,
108,3558.032,
109,3592.662,
110,3565.302,
111,3563.505,
112,3566.254,
113,3511.124,
114,3537.067,
115,3484.240,
