 ,Value,
1,3635.325,
2,3620.025,
3,3658.548,
4,3649.063,
5,3556.376,
6,3639.386,
7,3608.976,
8,3662.920,
9,3618.354,
10,3657.853,
11,3647.213,
12,3645.121,
13,3647.674,
14,3649.186,
15,3629.914,
16,3608.069,
17,3623.694,
18,3646.200,
19,3652.007,
20,3628.304,
21,3661.319,
22,3639.017,
23,3647.225,
24,3616.905,
25,3614.207,
26,3535.948,
27,3533.924,
28,3567.532,
29,3653.459,
30,3644.614,
31,3735.727,
32,3778.329,
33,3728.146,
34,3703.408,
35,3652.719,
36,3602.910,
37,3729.718,
38,3839.967,
39,3947.784,
40,3931.231,
41,3889.659,
42,3829.809,
43,3799.284,
44,3778.914,
45,3736.178,
46,3816.072,
47,3705.788,
48,3693.897,
49,3784.369,
50,3832.419,
51,3975.387,
52,3979.691,
53,3865.109,
54,3797.230,
55,3746.389,
56,3658.332,
57,3629.413,
58,3563.779,
59,3598.673,
60,3549.287,
61,3579.713,
62,3620.505,
63,3608.921,
64,3713.808,
65,3759.857,
66,3732.903,
67,3647.135,
68,3563.906,
69,3614.951,
70,3660.523,
71,3655.405,
72,3602.402,
73,3618.994,
74,3664.196,
75,3625.592,
76,3584.987,
77,3648.422,
78,3678.722,
79,3640.699,
80,3606.875,
81,3584.918,
82,3621.735,
83,3572.257,
84,3579.652,
85,3689.412,
86,3592.890,
87,3612.812,
88,3627.460,
89,3591.921,
90,3571.696,
91,3559.722,
92,3543.134,
93,3550.506,
94,3563.914,
95,3612.541,
96,3568.417,
97,3545.307,
98,3631.733,
99,3616.337,
100,3536.918,
101,3579.003,
102,3601.666,
103,3619.096,
104,3541.684,
105,3521.821,
106,3595.726,
107,3561.211,
108,3485.677,
109,3538.653,
110,3612.600,
111,3583.643,
112,3605.568,
113,3541.206,
114,3527.596,
115,3551.981,
116,3518.785,
117,3554.118,
118,3558.708,
119,3547.547,
120,3543.643,
121,3558.269,
122,3572.533,
123,3576.923,
124,3463.800,
125,3539.883,
126,3417.801,
127,3480.165,
128,3531.318,
129,3531.341,
130,3519.892,
131,3564.554,
132,3582.091,
133,3504.860,
134,3479.642,
135,3499.727,
136,3518.026,
137,3528.917,
138,3500.548,
139,3563.765,
