 ,Value,
1,3736.522,
2,3675.320,
3,3668.538,
4,3585.433,
5,3544.789,
6,3599.311,
7,3691.123,
8,3782.814,
9,3802.071,
10,3874.180,
11,3883.951,
12,3903.593,
13,3814.952,
14,3793.431,
15,3694.592,
16,3583.596,
17,3614.344,
18,3620.869,
19,3604.831,
20,3562.395,
21,3618.729,
22,3642.342,
23,3627.990,
24,3570.966,
25,3548.278,
26,3656.770,
27,3641.579,
28,3676.904,
29,3659.933,
30,3591.718,
31,3661.502,
32,3649.525,
33,3689.116,
34,3702.425,
35,3820.306,
36,3775.073,
37,3670.953,
38,3736.457,
39,3767.262,
40,3821.370,
41,3693.281,
42,3781.995,
43,3860.504,
44,3860.625,
45,3894.962,
46,3797.682,
47,3720.963,
48,3769.261,
49,3811.272,
50,3901.327,
51,3878.570,
52,3798.558,
53,3846.570,
54,3861.435,
55,3840.653,
56,3802.724,
57,3724.468,
58,3743.596,
59,3757.285,
60,3801.332,
61,3858.085,
62,3725.714,
63,3731.354,
64,3707.422,
65,3726.246,
66,3741.650,
67,3855.234,
68,3997.768,
69,4146.890,
70,4271.644,
71,4241.041,
72,4217.608,
73,4016.133,
74,3808.473,
75,3800.409,
76,3833.154,
77,3833.100,
78,3871.179,
79,3846.432,
80,3961.221,
81,3944.993,
82,4024.675,
83,4029.049,
84,3969.648,
85,3840.567,
86,3715.801,
87,3662.980,
88,3619.362,
89,3594.687,
90,3623.690,
91,3552.656,
92,3572.012,
93,3644.472,
94,3674.906,
95,3589.449,
96,3602.148,
97,3674.341,
98,3739.971,
99,3734.829,
100,3607.965,
101,3605.553,
102,3653.763,
103,3594.161,
104,3624.013,
105,3611.163,
106,3611.721,
107,3630.945,
108,3528.802,
109,3568.434,
110,3617.283,
111,3627.958,
112,3633.305,
113,3596.205,
114,3584.404,
115,3580.362,
116,3624.379,
117,3631.630,
118,3593.510,
119,3589.876,
120,3596.893,
121,3652.619,
122,3687.407,
123,3596.373,
124,3614.673,
125,3640.103,
126,3710.005,
127,3621.024,
128,3608.091,
129,3630.197,
130,3642.781,
131,3678.420,
132,3563.704,
133,3583.280,
134,3562.551,
135,3637.816,
136,3528.539,
137,3573.790,
138,3630.828,
139,3624.185,
140,3594.518,
141,3627.315,
