X	Y	
163.500	582.500	
163.278	581.521	
163.056	580.543	
162.835	579.564	
162.613	578.586	
162.392	577.607	
162.172	576.628	
161.952	575.649	
161.733	574.670	
161.515	573.690	
161.297	572.711	
161.081	571.731	
160.866	570.751	
160.652	569.771	
160.439	568.790	
160.228	567.809	
160.018	566.828	
159.810	565.846	
159.604	564.864	
159.400	563.882	
159.198	562.899	
158.997	561.916	
158.799	560.932	
158.603	559.948	
158.410	558.964	
158.219	557.979	
158.031	556.993	
157.845	556.007	
157.663	555.020	
157.483	554.033	
157.306	553.045	
157.133	552.057	
156.963	551.068	
156.796	550.079	
156.633	549.089	
156.474	548.098	
156.318	547.107	
156.166	546.115	
156.018	545.123	
155.874	544.130	
155.735	543.136	
155.599	542.142	
155.467	541.147	
155.339	540.152	
155.214	539.156	
155.093	538.160	
154.976	537.164	
154.862	536.167	
154.751	535.170	
154.644	534.172	
154.540	533.174	
154.439	532.176	
154.340	531.177	
154.245	530.178	
154.152	529.179	
154.063	528.180	
153.975	527.180	
153.891	526.180	
153.809	525.180	
153.729	524.180	
153.652	523.180	
153.576	522.179	
153.503	521.179	
153.432	520.178	
153.363	519.177	
153.296	518.175	
153.231	517.174	
153.167	516.173	
153.105	515.171	
153.044	514.170	
152.985	513.168	
152.927	512.167	
152.870	511.165	
152.815	510.163	
152.760	509.161	
152.707	508.159	
152.656	507.157	
152.607	506.155	
152.560	505.152	
152.517	504.150	
152.476	503.147	
152.439	502.145	
152.406	501.142	
152.378	500.139	
152.354	499.136	
152.335	498.133	
152.322	497.129	
152.315	496.126	
152.314	495.122	
152.319	494.119	
152.332	493.116	
152.352	492.113	
152.379	491.110	
152.415	490.107	
152.459	489.104	
152.511	488.102	
152.572	487.101	
152.641	486.100	
152.720	485.100	
152.808	484.100	
152.906	483.101	
153.012	482.104	
153.128	481.107	
153.251	480.111	
153.382	479.116	
153.521	478.123	
153.666	477.130	
153.818	476.138	
153.976	475.147	
154.140	474.157	
154.309	473.168	
154.484	472.180	
154.663	471.193	
154.847	470.206	
155.035	469.221	
155.227	468.236	
155.422	467.252	
155.621	466.268	
155.822	465.285	
156.027	464.303	
156.234	463.321	
156.443	462.340	
156.654	461.359	
156.867	460.378	
157.082	459.398	
157.297	458.418	
157.514	457.438	
157.731	456.459	
157.949	455.479	
158.167	454.500	
