 ,Value,
1,3584.696,
2,3582.643,
3,3576.154,
4,3627.871,
5,3604.023,
6,3667.725,
7,3747.023,
8,3862.634,
9,3941.532,
10,3876.650,
11,3813.212,
12,3660.012,
13,3669.432,
14,3684.023,
15,3785.055,
16,3904.888,
17,3953.204,
18,3915.749,
19,3798.235,
20,3671.371,
21,3764.735,
22,3606.899,
23,3602.653,
24,3607.511,
25,3691.429,
26,3660.035,
27,3617.080,
28,3636.401,
29,3645.647,
30,3623.139,
31,3665.061,
32,3730.959,
33,3703.160,
34,3812.595,
35,3738.423,
36,3774.307,
37,3729.428,
38,3694.545,
39,3695.226,
40,3646.795,
41,3565.339,
42,3550.850,
43,3585.376,
44,3520.050,
45,3660.403,
46,3563.074,
47,3514.221,
48,3539.528,
49,3540.912,
50,3547.818,
51,3610.191,
52,3566.283,
53,3598.322,
54,3619.880,
55,3541.154,
56,3567.343,
57,3606.147,
58,3657.285,
59,3671.153,
60,3590.470,
61,3584.108,
62,3667.627,
63,3598.353,
64,3612.166,
65,3597.508,
66,3626.582,
67,3629.786,
68,3629.234,
69,3602.970,
70,3556.563,
71,3557.738,
72,3696.117,
73,3636.534,
74,3589.126,
75,3598.656,
76,3624.050,
77,3633.168,
78,3535.273,
79,3646.066,
80,3630.165,
81,3561.783,
82,3604.475,
83,3554.335,
84,3611.249,
85,3640.194,
86,3662.568,
87,3655.989,
88,3647.857,
89,3560.557,
90,3597.849,
91,3560.943,
92,3539.555,
93,3592.952,
94,3566.202,
95,3583.546,
96,3535.639,
97,3587.777,
98,3606.919,
99,3588.660,
100,3645.926,
101,3593.543,
102,3597.109,
103,3638.903,
104,3588.487,
105,3542.830,
106,3529.077,
107,3617.262,
108,3597.511,
109,3517.797,
110,3617.186,
111,3583.467,
112,3625.504,
113,3611.456,
114,3603.935,
115,3542.397,
116,3597.602,
