X	Y	
163.500	582.500	
163.268	581.523	
163.037	580.547	
162.805	579.570	
162.574	578.593	
162.344	577.617	
162.114	576.640	
161.885	575.662	
161.656	574.685	
161.429	573.707	
161.203	572.729	
160.978	571.751	
160.754	570.773	
160.532	569.794	
160.312	568.815	
160.094	567.835	
159.877	566.855	
159.663	565.874	
159.451	564.893	
159.241	563.912	
159.034	562.930	
158.830	561.947	
158.629	560.964	
158.431	559.980	
158.237	558.995	
158.046	558.010	
157.859	557.023	
157.676	556.037	
157.497	555.049	
157.323	554.060	
157.154	553.071	
156.990	552.081	
156.831	551.090	
156.679	550.098	
156.532	549.105	
156.392	548.111	
156.258	547.116	
156.133	546.120	
156.014	545.124	
155.904	544.126	
155.802	543.128	
155.709	542.128	
155.622	541.128	
155.544	540.128	
155.472	539.127	
155.407	538.125	
155.349	537.123	
155.297	536.121	
155.250	535.118	
155.209	534.115	
155.172	533.112	
155.139	532.109	
155.110	531.106	
155.084	530.102	
155.060	529.099	
155.038	528.096	
155.017	527.092	
154.996	526.089	
154.975	525.085	
154.954	524.082	
154.930	523.078	
154.904	522.075	
154.875	521.072	
154.842	520.068	
154.804	519.065	
154.762	518.063	
154.717	517.060	
154.670	516.057	
154.620	515.055	
154.568	514.053	
154.516	513.050	
154.464	512.048	
154.413	511.045	
154.363	510.043	
154.316	509.040	
154.270	508.038	
154.228	507.035	
154.190	506.032	
154.156	505.029	
154.126	504.026	
154.102	503.022	
154.084	502.019	
154.072	501.015	
154.066	500.011	
154.068	499.008	
154.076	498.004	
154.092	497.000	
154.116	495.997	
154.148	494.994	
154.188	493.991	
154.236	492.988	
154.292	491.986	
154.356	490.985	
154.426	489.983	
154.502	488.983	
154.585	487.982	
154.673	486.983	
154.767	485.983	
154.866	484.984	
154.969	483.986	
155.078	482.988	
155.190	481.991	
155.307	480.994	
155.427	479.998	
155.552	479.002	
155.679	478.006	
155.810	477.011	
155.944	476.016	
156.080	475.022	
156.219	474.028	
156.361	473.034	
156.505	472.041	
156.651	471.048	
156.799	470.055	
156.949	469.063	
157.100	468.070	
157.253	467.078	
157.407	466.087	
157.563	465.095	
157.719	464.104	
157.877	463.112	
158.035	462.121	
158.194	461.130	
158.353	460.139	
158.513	459.148	
158.673	458.157	
158.833	457.167	
