X	Y	
160.833	494.833	
160.614	493.857	
160.394	492.880	
160.174	491.903	
159.953	490.927	
159.731	489.951	
159.509	488.974	
159.286	487.999	
159.062	487.023	
158.836	486.048	
158.608	485.073	
158.379	484.098	
158.148	483.124	
157.914	482.151	
157.678	481.178	
157.439	480.206	
157.197	479.234	
156.952	478.264	
156.703	477.294	
156.450	476.325	
156.192	475.358	
155.930	474.392	
155.662	473.427	
155.389	472.464	
155.109	471.503	
154.822	470.544	
154.527	469.587	
154.224	468.633	
153.912	467.682	
153.593	466.733	
153.268	465.786	
152.938	464.841	
152.604	463.897	
152.267	462.954	
151.930	462.012	
151.594	461.069	
151.260	460.125	
150.929	459.180	
150.603	458.234	
150.283	457.285	
149.969	456.335	
149.662	455.382	
149.363	454.426	
149.071	453.469	
148.788	452.508	
148.513	451.546	
148.246	450.581	
147.987	449.614	
147.735	448.645	
147.490	447.674	
147.253	446.702	
147.022	445.728	
146.798	444.752	
146.581	443.775	
146.370	442.796	
146.166	441.816	
145.969	440.834	
145.777	439.852	
145.593	438.868	
145.415	437.883	
145.243	436.896	
145.077	435.909	
144.918	434.921	
144.766	433.931	
144.620	432.941	
144.481	431.949	
144.348	430.957	
144.222	429.964	
144.103	428.970	
143.991	427.975	
143.886	426.980	
143.788	425.983	
143.697	424.986	
143.613	423.989	
143.536	422.991	
143.467	421.992	
143.406	420.993	
143.352	419.993	
143.307	418.993	
143.270	417.993	
143.240	416.992	
143.219	415.991	
143.207	414.990	
143.203	413.989	
143.209	412.988	
143.223	411.987	
143.247	410.986	
143.280	409.985	
143.324	408.985	
143.377	407.986	
143.440	406.987	
143.514	405.988	
143.599	404.991	
143.695	403.994	
143.800	402.999	
143.916	402.004	
144.042	401.011	
144.178	400.019	
144.323	399.029	
144.478	398.040	
144.642	397.052	
144.815	396.066	
144.998	395.082	
145.188	394.099	
145.387	393.118	
145.594	392.138	
145.809	391.161	
146.032	390.185	
146.263	389.210	
146.500	388.238	
146.745	387.267	
146.997	386.298	
147.255	385.331	
147.520	384.366	
147.791	383.402	
148.068	382.440	
148.351	381.480	
148.640	380.521	
148.933	379.564	
149.232	378.609	
149.536	377.655	
149.845	376.702	
150.158	375.752	
150.476	374.802	
150.798	373.854	
151.123	372.908	
151.453	371.962	
151.786	371.018	
152.122	370.075	
152.461	369.133	
152.804	368.193	
153.149	367.253	
153.497	366.314	
153.847	365.376	
154.199	364.439	
154.553	363.503	
154.910	362.567	
155.267	361.632	
155.627	360.698	
155.987	359.764	
156.349	358.830	
156.711	357.897	
157.074	356.964	
157.438	356.032	
157.802	355.099	
158.167	354.167	
