X	Y	
158.167	538.500	
158.028	537.511	
157.888	536.523	
157.749	535.534	
157.609	534.546	
157.468	533.557	
157.327	532.569	
157.185	531.581	
157.042	530.592	
156.898	529.604	
156.752	528.617	
156.605	527.629	
156.457	526.642	
156.306	525.655	
156.154	524.668	
155.999	523.682	
155.842	522.696	
155.683	521.710	
155.521	520.725	
155.356	519.740	
155.189	518.756	
155.018	517.773	
154.844	516.790	
154.666	515.807	
154.484	514.825	
154.299	513.844	
154.109	512.864	
153.915	511.885	
153.716	510.906	
153.512	509.929	
153.303	508.953	
153.089	507.978	
152.868	507.004	
152.642	506.031	
152.410	505.060	
152.171	504.091	
151.925	503.124	
151.672	502.158	
151.411	501.194	
151.142	500.233	
150.865	499.273	
150.579	498.317	
150.284	497.363	
149.982	496.411	
149.672	495.462	
149.355	494.516	
149.032	493.571	
148.702	492.628	
148.368	491.688	
148.028	490.749	
147.685	489.812	
147.337	488.875	
146.987	487.940	
146.635	487.006	
146.281	486.073	
145.927	485.139	
145.572	484.206	
145.218	483.273	
144.865	482.339	
144.515	481.404	
144.167	480.468	
143.822	479.531	
143.481	478.592	
143.146	477.652	
142.815	476.710	
142.491	475.766	
142.173	474.819	
141.863	473.870	
141.560	472.919	
141.266	471.965	
140.981	471.008	
140.705	470.049	
140.439	469.086	
140.182	468.122	
139.934	467.154	
139.696	466.185	
139.468	465.213	
139.248	464.239	
139.037	463.263	
138.836	462.285	
138.644	461.305	
138.461	460.324	
138.286	459.341	
138.121	458.356	
137.964	457.370	
137.817	456.383	
137.678	455.394	
137.547	454.404	
137.426	453.414	
137.313	452.422	
137.208	451.429	
137.113	450.435	
137.025	449.440	
136.947	448.445	
136.877	447.449	
136.815	446.453	
136.762	445.456	
136.717	444.458	
136.681	443.460	
136.654	442.462	
136.634	441.464	
136.623	440.466	
136.620	439.468	
136.626	438.469	
136.640	437.471	
136.662	436.473	
136.693	435.475	
136.732	434.477	
136.779	433.480	
136.834	432.483	
136.898	431.487	
136.970	430.491	
137.049	429.496	
137.136	428.501	
137.230	427.507	
137.331	426.514	
137.439	425.521	
137.554	424.529	
137.674	423.538	
137.801	422.548	
137.934	421.559	
138.073	420.570	
138.217	419.582	
138.366	418.595	
138.521	417.608	
138.680	416.623	
138.844	415.638	
139.013	414.654	
139.187	413.671	
139.364	412.688	
139.546	411.707	
139.731	410.726	
139.920	409.745	
140.113	408.766	
140.309	407.787	
140.509	406.808	
140.711	405.831	
140.917	404.854	
141.125	403.877	
141.337	402.902	
141.550	401.926	
141.767	400.952	
141.985	399.977	
142.206	399.004	
142.428	398.031	
142.653	397.058	
142.879	396.085	
143.107	395.113	
143.337	394.142	
143.568	393.170	
143.800	392.199	
144.033	391.229	
144.268	390.258	
144.503	389.288	
144.739	388.318	
144.976	387.348	
145.213	386.378	
145.451	385.409	
145.690	384.439	
145.928	383.469	
146.167	382.500	
