 ,Value,
1,3665.164,
2,3673.251,
3,3658.712,
4,3672.753,
5,3636.139,
6,3607.275,
7,3519.463,
8,3645.679,
9,3613.978,
10,3532.356,
11,3601.296,
12,3629.290,
13,3647.038,
14,3861.730,
15,3930.294,
16,4054.127,
17,3814.120,
18,3809.209,
19,3697.893,
20,3748.758,
21,3791.756,
22,3898.082,
23,3915.582,
24,3875.172,
25,3816.295,
26,3705.804,
27,3673.152,
28,3646.832,
29,3661.653,
30,3687.094,
31,3686.980,
32,3627.931,
33,3625.114,
34,3606.171,
35,3584.117,
36,3647.284,
37,3594.113,
38,3681.760,
39,3724.615,
40,3777.969,
41,3650.680,
42,3746.251,
43,3710.804,
44,3652.103,
45,3623.227,
46,3594.885,
47,3586.717,
48,3611.812,
49,3581.533,
50,3587.171,
51,3571.171,
52,3574.894,
53,3625.581,
54,3609.584,
55,3564.026,
56,3544.145,
57,3575.815,
58,3639.063,
59,3617.593,
60,3605.120,
61,3575.164,
62,3584.187,
63,3606.715,
64,3578.655,
65,3555.417,
66,3582.078,
67,3588.895,
68,3637.607,
69,3680.730,
70,3621.477,
71,3633.962,
72,3660.965,
73,3674.054,
74,3644.974,
75,3661.768,
76,3559.484,
77,3551.096,
78,3550.000,
79,3648.757,
80,3605.128,
81,3621.377,
82,3564.833,
83,3629.558,
84,3631.037,
85,3608.066,
86,3628.152,
87,3601.153,
88,3551.489,
89,3646.626,
90,3685.738,
91,3663.727,
92,3692.149,
93,3669.656,
94,3631.004,
95,3579.734,
96,3596.121,
97,3695.972,
98,3656.383,
99,3597.995,
100,3594.692,
101,3637.182,
102,3597.245,
103,3638.187,
104,3621.227,
105,3593.757,
106,3660.130,
107,3586.786,
108,3571.686,
109,3625.607,
110,3581.636,
111,3575.189,
112,3554.663,
113,3600.458,
114,3567.835,
115,3627.062,
116,3644.013,
117,3579.124,
118,3569.656,
119,3576.462,
120,3538.589,
121,3563.424,
122,3585.727,
