 ,Value,
1,3822.748,
2,3989.235,
3,3986.718,
4,3930.175,
5,3803.227,
6,3721.067,
7,3739.925,
8,3722.334,
9,3878.418,
10,3727.468,
11,3688.121,
12,3728.151,
13,3631.130,
14,3648.978,
15,3683.257,
16,3665.218,
17,3718.127,
18,3691.261,
19,3637.786,
20,3694.380,
21,3697.587,
22,3735.118,
23,3713.844,
24,3751.882,
25,3806.876,
26,3816.885,
27,3778.045,
28,3721.580,
29,3730.485,
30,3825.213,
31,3906.084,
32,3834.659,
33,3882.023,
34,3847.407,
35,3877.456,
36,3790.052,
37,3826.227,
38,3790.663,
39,3828.189,
40,3887.805,
41,3931.281,
42,4088.535,
43,4003.566,
44,3797.677,
45,3748.498,
46,3756.535,
47,3750.194,
48,3718.167,
49,3761.906,
50,3821.000,
51,3810.591,
52,3795.801,
53,3911.974,
54,3897.523,
55,3848.943,
56,3839.277,
57,3861.633,
58,3978.427,
59,3980.955,
60,3842.818,
61,3814.372,
62,3821.246,
63,3861.684,
64,3943.980,
65,4049.018,
66,4079.198,
67,4188.926,
68,4198.167,
69,4052.471,
70,3904.537,
71,3825.208,
72,3825.822,
73,3866.241,
74,3927.439,
75,3846.485,
76,3810.078,
77,3828.340,
78,3828.941,
79,3815.446,
80,3823.038,
81,3738.775,
82,3688.301,
83,3701.275,
84,3711.957,
85,3743.996,
86,3689.915,
87,3753.581,
88,3799.269,
89,3763.773,
90,3750.114,
91,3779.331,
92,3833.487,
93,3913.270,
94,3872.162,
95,3827.486,
96,3864.985,
97,3769.084,
98,3675.921,
99,3659.336,
100,3700.832,
101,3716.666,
102,3749.475,
103,3712.485,
104,3666.831,
105,3662.444,
106,3674.431,
107,3695.674,
108,3688.128,
109,3670.212,
110,3703.021,
111,3628.880,
112,3610.857,
113,3642.586,
114,3607.165,
115,3715.339,
116,3752.115,
117,3804.401,
118,3692.379,
119,3690.041,
120,3717.873,
121,3717.895,
122,3691.762,
123,3649.217,
124,3649.297,
125,3611.490,
126,3706.269,
127,3586.053,
128,3628.446,
129,3674.167,
130,3641.393,
131,3660.976,
132,3714.983,
133,3699.640,
134,3679.310,
135,3697.547,
136,3647.126,
137,3679.306,
138,3647.644,
139,3630.906,
140,3640.300,
141,3639.636,
142,3630.498,
