X	Y	
162.500	500.500	
162.156	499.560	
161.813	498.620	
161.469	497.679	
161.126	496.739	
160.783	495.798	
160.440	494.858	
160.098	493.917	
159.757	492.976	
159.416	492.035	
159.076	491.093	
158.737	490.151	
158.398	489.209	
158.061	488.267	
157.725	487.324	
157.390	486.380	
157.057	485.436	
156.726	484.492	
156.396	483.547	
156.068	482.601	
155.743	481.654	
155.420	480.706	
155.100	479.758	
154.783	478.808	
154.469	477.858	
154.160	476.906	
153.855	475.952	
153.555	474.997	
153.261	474.040	
152.974	473.081	
152.696	472.120	
152.428	471.155	
152.172	470.187	
151.932	469.215	
151.711	468.239	
151.513	467.258	
151.338	466.272	
151.186	465.283	
151.056	464.290	
150.944	463.296	
150.843	462.300	
150.750	461.303	
150.661	460.306	
150.572	459.309	
150.483	458.312	
150.392	457.315	
150.300	456.318	
150.208	455.321	
150.116	454.324	
150.024	453.327	
149.933	452.331	
149.842	451.334	
149.752	450.337	
149.664	449.339	
149.576	448.342	
149.490	447.345	
149.405	446.347	
149.322	445.350	
149.240	444.352	
149.160	443.354	
149.082	442.356	
149.005	441.358	
148.931	440.360	
148.859	439.361	
148.788	438.363	
148.720	437.364	
148.654	436.365	
148.591	435.366	
148.530	434.367	
148.471	433.368	
148.415	432.368	
148.361	431.369	
148.311	430.369	
148.263	429.369	
148.218	428.369	
148.177	427.369	
148.138	426.368	
148.103	425.368	
148.071	424.367	
148.043	423.367	
148.018	422.366	
147.997	421.365	
147.981	420.364	
147.968	419.363	
147.960	418.362	
147.956	417.361	
147.956	416.360	
147.962	415.359	
147.972	414.358	
147.989	413.357	
148.010	412.356	
148.037	411.356	
148.071	410.355	
148.111	409.355	
148.157	408.355	
148.211	407.355	
148.272	406.356	
148.340	405.357	
148.416	404.359	
148.499	403.362	
148.589	402.365	
148.687	401.368	
148.791	400.373	
148.903	399.378	
149.023	398.384	
149.149	397.391	
149.283	396.399	
149.423	395.408	
149.571	394.418	
149.726	393.429	
149.887	392.441	
150.055	391.454	
150.230	390.468	
150.411	389.484	
150.599	388.500	
150.793	387.518	
150.993	386.537	
151.198	385.558	
151.409	384.579	
151.626	383.602	
151.848	382.626	
152.075	381.651	
152.306	380.677	
152.543	379.704	
152.783	378.732	
153.027	377.762	
153.276	376.792	
153.527	375.823	
153.782	374.855	
154.040	373.887	
154.300	372.921	
154.562	371.955	
154.827	370.989	
155.093	370.024	
155.360	369.059	
155.628	368.095	
155.897	367.131	
156.167	366.167	
