 ,Value,
1,3659.482,
2,3651.059,
3,3675.392,
4,3735.108,
5,3684.309,
6,3710.803,
7,3643.596,
8,3700.789,
9,3722.523,
10,3690.404,
11,3676.086,
12,3718.640,
13,3639.283,
14,3645.897,
15,3695.160,
16,3701.311,
17,3713.723,
18,3696.025,
19,3606.355,
20,3610.497,
21,3665.353,
22,3635.356,
23,3623.774,
24,3603.689,
25,3638.062,
26,3613.024,
27,3605.584,
28,3616.294,
29,3591.440,
30,3561.579,
31,3558.748,
32,3586.832,
33,3600.176,
34,3558.368,
35,3616.886,
36,3705.830,
37,3826.831,
38,3856.227,
39,3806.322,
40,3728.888,
41,3732.408,
42,3683.443,
43,3664.820,
44,3711.426,
45,3669.520,
46,3660.864,
47,3703.606,
48,3718.521,
49,3632.131,
50,3674.257,
51,3708.347,
52,3689.749,
53,3657.587,
54,3667.751,
55,3678.151,
56,3647.814,
57,3597.706,
58,3599.849,
59,3618.641,
60,3610.279,
61,3672.730,
62,3784.269,
63,3721.221,
64,3757.950,
65,3837.045,
66,3756.908,
67,3802.190,
68,3717.988,
69,3713.355,
70,3683.933,
71,3753.741,
72,3779.174,
73,3727.877,
74,3599.235,
75,3777.079,
76,3790.085,
77,3738.122,
78,3713.865,
79,3685.906,
80,3661.498,
81,3699.994,
82,3619.170,
83,3633.640,
84,3545.876,
85,3569.258,
86,3545.598,
87,3549.258,
88,3547.164,
89,3567.633,
90,3553.696,
91,3538.094,
92,3550.380,
93,3545.971,
94,3549.726,
95,3672.064,
96,3775.250,
97,3841.179,
98,3854.423,
99,3763.627,
100,3735.532,
101,3867.780,
102,3689.643,
103,3722.810,
104,3614.184,
105,3634.297,
106,3671.371,
107,3682.031,
108,3619.663,
109,3664.738,
110,3627.008,
111,3649.080,
112,3699.459,
113,3649.662,
114,3647.483,
115,3642.793,
116,3619.908,
117,3680.105,
118,3677.450,
119,3570.652,
120,3587.348,
121,3552.317,
122,3586.311,
123,3653.952,
124,3584.891,
125,3591.153,
126,3683.922,
127,3733.618,
128,3778.393,
129,3741.776,
130,3648.040,
131,3611.224,
132,3651.237,
133,3606.445,
134,3583.821,
135,3598.699,
136,3640.686,
137,3704.996,
138,3761.896,
139,3618.355,
140,3581.448,
141,3595.152,
142,3677.961,
143,3667.373,
144,3663.159,
145,3618.835,
146,3564.278,
147,3624.927,
148,3653.409,
149,3582.806,
150,3652.625,
151,3584.427,
152,3568.009,
153,3607.467,
154,3646.752,
155,3575.590,
156,3581.573,
157,3552.299,
158,3582.040,
159,3612.559,
160,3685.497,
161,3589.086,
162,3583.188,
163,3552.936,
164,3532.593,
165,3531.779,
