 ,Value
1,3243.599
2,3208.360
3,3205.835
4,3187.262
5,3235.240
6,3236.042
7,3226.453
8,3226.227
9,3258.071
10,3246.181
11,3257.051
12,3247.875
13,3213.148
14,3256.544
15,3259.121
16,3227.723
17,3214.999
18,3222.288
19,3204.431
20,3208.643
21,3234.768
22,3235.885
23,3222.605
24,3218.581
25,3206.724
26,3235.210
27,3235.385
28,3202.885
29,3249.808
30,3247.124
31,3231.511
32,3222.684
33,3226.146
34,3206.189
35,3224.305
36,3226.552
37,3230.684
38,3256.050
39,3239.718
40,3225.525
41,3248.368
42,3211.240
43,3215.546
44,3226.447
45,3224.267
46,3245.170
47,3243.411
48,3207.230
49,3221.135
50,3230.107
51,3231.097
52,3227.886
53,3243.585
54,3245.574
55,3227.382
56,3234.533
57,3210.778
58,3231.429
59,3247.407
60,3238.615
61,3254.320
62,3245.596
63,3224.376
64,3229.405
65,3230.299
66,3250.929
67,3216.084
