 ,Value
1,3767.864
2,3663.188
3,3662.790
4,3701.195
5,3679.660
6,3643.626
7,3591.220
8,3632.222
9,3599.886
10,3501.266
11,3613.210
12,3622.674
13,3627.472
14,3591.891
15,3591.553
16,3618.763
17,3593.160
18,3566.609
19,3559.024
20,3508.768
21,3548.847
22,3492.560
23,3515.810
24,3548.038
25,3523.251
26,3518.840
27,3550.847
28,3586.606
29,3592.399
30,3517.562
31,3505.541
32,3488.200
33,3512.954
34,3570.967
35,3586.813
36,3596.388
37,3613.602
38,3722.281
39,3615.297
40,3580.179
41,3569.785
42,3540.074
43,3621.356
44,3537.424
45,3617.513
46,3797.753
47,3846.969
48,3729.564
49,3651.471
50,3647.625
51,3573.353
52,3505.072
53,3561.060
54,3571.995
55,3491.387
56,3506.889
57,3599.345
58,3625.313
59,3547.233
60,3484.319
61,3432.374
62,3516.235
63,3515.675
64,3592.626
65,3498.581
66,3467.843
67,3512.273
68,3457.869
69,3507.640
70,3471.928
71,3463.111
72,3443.699
73,3465.052
74,3439.968
75,3487.065
76,3470.527
77,3515.437
78,3420.005
79,3422.129
80,3420.376
81,3510.406
82,3433.495
83,3455.230
84,3440.955
85,3480.399
86,3520.797
87,3437.240
88,3492.095
89,3465.684
90,3494.930
91,3463.036
92,3526.065
93,3535.403
94,3501.084
95,3442.086
96,3446.875
97,3505.754
98,3480.178
99,3508.810
100,3441.846
101,3481.131
102,3414.854
103,3435.004
104,3438.704
105,3445.508
106,3391.814
107,3484.200
108,3564.593
109,3563.614
110,3530.858
111,3596.544
112,3594.734
113,3569.432
114,3500.263
115,3565.890
116,3510.987
117,3482.248
118,3496.566
119,3519.573
120,3529.285
121,3539.092
122,3535.490
123,3515.330
124,3529.947
125,3499.343
126,3517.380
127,3509.166
128,3457.718
129,3482.364
130,3470.915
131,3398.971
132,3445.130
133,3480.147
134,3434.541
