 ,Value
1,3405.045
2,3399.463
3,3415.756
4,3429.649
5,3478.024
6,3407.154
7,3372.010
8,3356.420
9,3455.946
10,3406.857
11,3408.144
12,3420.819
13,3386.737
14,3437.703
15,3445.728
16,3418.986
17,3460.237
18,3456.891
19,3413.421
20,3462.453
21,3450.363
22,3399.695
23,3459.190
24,3437.465
25,3367.647
26,3441.332
27,3422.870
28,3442.703
29,3441.455
30,3513.998
31,3438.036
32,3376.926
33,3415.981
34,3455.967
35,3459.344
36,3425.313
37,3493.643
38,3509.561
39,3451.292
40,3453.272
41,3525.948
42,3443.837
43,3375.565
44,3419.055
45,3471.886
46,3488.737
47,3445.132
48,3377.260
49,3376.846
50,3467.498
51,3439.532
52,3379.032
53,3422.885
54,3419.534
55,3395.708
56,3441.235
57,3479.352
58,3462.602
59,3456.534
60,3444.205
61,3414.821
62,3377.659
63,3440.053
64,3431.839
65,3430.330
66,3419.951
67,3404.746
68,3436.139
69,3359.781
70,3370.746
71,3453.921
72,3415.721
73,3423.198
74,3398.436
75,3503.719
76,3453.155
77,3419.397
78,3410.026
79,3446.433
80,3440.961
81,3501.732
82,3464.208
83,3454.911
84,3408.929
85,3459.621
86,3419.982
87,3461.754
88,3464.974
89,3517.689
90,3457.513
91,3447.150
92,3493.667
93,3548.078
94,3500.756
95,3413.523
96,3428.426
97,3435.044
98,3426.696
99,3423.078
100,3476.018
101,3508.016
102,3475.737
103,3548.389
