 ,Value
1,3913.113
2,3943.087
3,3883.346
4,3830.279
5,3764.210
6,3736.912
7,3774.586
8,3678.134
9,3726.086
10,3721.583
11,3670.703
12,3697.744
13,3641.599
14,3704.371
15,3638.443
16,3608.349
17,3641.025
18,3687.317
19,3647.947
20,3610.436
21,3690.767
22,3725.884
23,3747.262
24,3840.542
25,3854.783
26,3782.607
27,3735.292
28,3615.643
29,3610.608
30,3600.922
31,3584.836
32,3611.272
33,3546.983
34,3513.154
35,3574.736
36,3636.768
37,3596.725
38,3575.832
39,3554.336
40,3528.673
41,3554.855
42,3543.884
43,3506.467
44,3542.308
45,3522.608
46,3475.989
47,3482.756
48,3571.224
49,3584.258
50,3477.713
51,3498.085
52,3507.149
53,3500.654
54,3486.243
55,3472.551
56,3456.537
57,3467.099
58,3448.340
59,3450.432
60,3507.372
61,3491.652
62,3434.209
63,3525.944
64,3530.738
65,3481.963
66,3459.876
67,3547.410
68,3498.176
69,3453.929
70,3477.446
71,3457.610
72,3469.848
73,3479.022
74,3463.721
75,3418.778
76,3428.920
77,3401.541
78,3441.671
79,3498.237
80,3440.860
81,3483.820
82,3503.084
83,3492.154
84,3506.958
85,3469.118
86,3476.457
87,3505.159
88,3471.280
89,3509.846
90,3503.059
91,3441.368
92,3586.865
93,3479.429
94,3502.954
95,3529.090
96,3540.392
97,3499.903
98,3508.878
99,3464.707
100,3454.709
101,3455.548
102,3511.602
103,3515.459
104,3434.785
105,3424.770
106,3459.332
107,3467.889
108,3477.215
109,3512.497
110,3569.205
111,3504.370
112,3515.498
113,3588.434
114,3609.153
115,3582.040
116,3616.483
117,3618.831
118,3625.350
119,3619.487
120,3570.311
121,3558.564
122,3544.603
123,3504.409
124,3502.691
125,3480.720
126,3485.470
127,3452.160
128,3471.247
129,3502.681
130,3474.818
131,3386.342
132,3445.192
133,3482.897
134,3529.945
135,3543.543
