 ,Value
1,3456.534
2,3442.465
3,3484.800
4,3463.872
5,3490.965
6,3469.362
7,3504.060
8,3487.537
9,3482.755
10,3492.772
11,3465.616
12,3521.438
13,3555.565
14,3422.726
15,3438.388
16,3456.562
17,3422.935
18,3360.149
19,3415.518
20,3440.151
21,3462.267
22,3450.056
23,3388.367
24,3396.615
25,3420.908
26,3446.388
27,3428.794
28,3433.601
29,3514.041
30,3436.398
31,3406.842
32,3454.857
33,3518.535
34,3440.568
35,3451.590
36,3443.691
37,3449.068
38,3512.762
39,3488.914
40,3419.127
41,3456.105
42,3482.744
43,3475.038
44,3447.038
45,3407.449
46,3433.544
47,3479.098
48,3474.327
49,3453.221
50,3388.396
51,3453.791
52,3464.827
53,3452.474
54,3453.419
55,3409.477
56,3442.511
57,3405.290
58,3453.377
59,3425.065
60,3481.313
61,3429.781
62,3385.922
63,3400.317
64,3417.552
65,3389.932
66,3446.821
67,3431.231
68,3364.486
69,3487.049
70,3487.939
71,3428.357
72,3520.054
73,3503.413
74,3475.022
75,3407.060
76,3448.057
77,3499.297
78,3403.292
79,3488.549
80,3557.034
81,3435.605
82,3488.819
83,3435.008
84,3465.124
85,3453.114
86,3513.419
87,3473.689
88,3515.398
89,3425.400
90,3490.581
91,3506.332
92,3515.168
93,3572.345
94,3433.579
95,3509.080
96,3495.838
97,3475.666
98,3542.991
99,3568.856
100,3602.298
101,3580.841
102,3529.468
103,3511.921
