 ,Value
1,3262.374
2,3264.420
3,3278.139
4,3297.400
5,3278.761
6,3313.194
7,3316.056
8,3329.091
9,3302.610
10,3327.123
11,3343.040
12,3307.751
13,3300.974
14,3313.469
15,3320.845
16,3291.430
17,3330.646
18,3300.156
19,3294.159
20,3299.523
21,3330.973
22,3323.769
23,3297.646
24,3290.749
25,3286.369
26,3282.451
27,3296.388
28,3292.265
29,3317.775
30,3293.499
31,3323.848
32,3334.838
33,3325.602
34,3275.106
35,3311.795
36,3314.979
37,3314.168
38,3282.094
39,3297.919
40,3278.025
41,3298.290
42,3318.941
43,3295.886
44,3296.393
45,3318.813
46,3277.501
47,3322.940
48,3299.790
49,3326.145
50,3332.164
51,3272.303
52,3332.151
53,3302.665
54,3318.097
55,3313.643
56,3279.900
57,3304.236
58,3275.361
59,3333.692
60,3298.066
61,3311.034
62,3311.982
63,3287.282
64,3262.840
65,3284.123
66,3331.145
67,3333.451
68,3311.333
69,3346.838
70,3294.718
71,3292.956
72,3281.334
73,3328.289
74,3329.371
75,3313.594
76,3311.745
77,3293.938
78,3310.666
79,3316.004
80,3331.994
81,3300.702
82,3310.724
83,3328.604
84,3290.634
85,3291.153
86,3345.087
87,3302.565
88,3271.724
