 ,Value
1,3449.655
2,3461.926
3,3453.181
4,3524.770
5,3511.409
6,3491.952
7,3513.986
8,3491.444
9,3482.615
10,3473.638
11,3496.065
12,3549.698
13,3525.931
14,3542.891
15,3518.517
16,3553.085
17,3532.491
18,3529.407
19,3558.735
20,3516.330
21,3527.998
22,3484.100
23,3509.490
24,3529.350
25,3560.829
26,3526.551
27,3535.938
28,3481.472
29,3491.737
30,3489.255
31,3512.948
32,3530.442
33,3490.000
34,3508.751
35,3495.091
36,3527.454
37,3558.346
38,3481.792
39,3462.789
40,3514.499
41,3480.508
42,3492.925
43,3517.461
44,3487.014
45,3509.173
46,3496.991
47,3495.967
48,3507.605
49,3497.341
50,3506.345
51,3473.625
52,3437.575
53,3445.139
54,3454.129
55,3467.519
56,3537.419
57,3502.429
58,3497.633
59,3549.694
60,3536.971
61,3492.064
62,3540.132
63,3511.763
64,3503.640
65,3461.811
66,3420.246
67,3422.321
68,3427.707
69,3428.546
70,3409.441
71,3431.319
72,3439.737
73,3462.147
74,3426.954
