 ,Mean,Min,Max,Median,Ch,Frame,Length
1,3578.750,3161,4256,3559.000,1,1,111.501
2,3553.391,3173,4050,3545.000,1,2,104.564
3,3553.760,3175,4181,3550.000,1,3,122.359
4,3541.729,3148,4140,3532.000,1,4,118.059
5,3525.578,3110,4058,3517.000,1,5,139.149
6,3519.316,3166,4019,3510.500,1,6,132.150
7,3534.108,3157,4186,3523.000,1,7,126.403
8,3534.794,3171,4187,3522.000,1,8,119.937
9,3549.396,3187,4130,3541.500,1,9,108.667
10,3542.149,3183,4090,3534.500,1,10,100.547
11,3561.758,3178,4163,3550.500,1,11,125.343
12,3539.448,3194,4133,3520.500,1,12,132.513
13,3561.196,3148,4168,3551.000,1,13,117.626
14,3556.722,3142,4041,3546.000,1,14,99.624
15,3566.469,3105,4013,3556.500,1,15,113.708
16,3563.612,3086,4248,3547.000,1,16,111.085
17,3571.830,3140,4170,3563.000,1,17,124.237
18,3571.856,3188,4284,3554.500,1,18,138.986
19,3571.943,3156,4330,3565.000,1,19,138.835
20,3579.876,3193,4160,3570.000,1,20,152.659
