 ,Value
1,3560.179
2,3532.081
3,3585.767
4,3607.990
5,3618.588
6,3601.671
7,3639.122
8,3661.508
9,3677.396
10,3692.430
11,3668.949
12,3649.210
13,3704.119
14,3676.709
15,3646.288
16,3709.805
17,3687.866
18,3626.544
19,3594.115
20,3554.159
21,3590.205
22,3666.873
23,3649.321
24,3613.627
25,3623.097
26,3655.558
27,3664.623
28,3616.049
29,3549.031
30,3526.886
31,3600.665
32,3569.760
33,3636.772
34,3604.495
35,3548.779
36,3663.053
37,3613.441
38,3552.943
39,3531.715
40,3650.278
41,3596.861
42,3671.642
43,3613.951
44,3561.264
45,3545.743
46,3563.206
47,3535.170
48,3515.766
49,3542.554
50,3516.665
51,3516.375
52,3543.963
53,3534.562
54,3530.811
55,3495.759
56,3536.056
57,3544.047
58,3518.891
59,3506.357
60,3526.656
61,3579.230
62,3556.667
63,3503.198
64,3486.699
65,3514.540
66,3523.098
67,3499.941
68,3461.430
69,3526.727
70,3490.231
71,3551.766
72,3536.115
73,3521.983
74,3506.489
75,3453.302
76,3490.605
77,3460.203
78,3498.873
79,3499.164
80,3444.412
81,3485.929
82,3461.773
83,3524.030
84,3465.582
85,3508.361
86,3496.381
87,3494.823
88,3443.359
89,3461.829
90,3436.637
91,3455.095
92,3431.056
93,3428.486
94,3481.733
95,3433.403
96,3408.551
97,3459.017
98,3454.561
99,3476.474
100,3488.017
101,3515.485
102,3515.380
103,3480.414
104,3512.518
105,3434.151
106,3483.488
107,3492.548
108,3499.920
109,3487.416
110,3491.530
111,3469.852
112,3499.983
113,3540.718
114,3538.337
115,3539.957
116,3544.809
117,3548.753
118,3534.656
119,3549.441
120,3560.865
121,3531.940
122,3514.999
123,3531.440
124,3471.663
125,3552.390
126,3521.899
127,3536.172
128,3516.390
129,3512.308
130,3517.099
131,3528.271
132,3522.726
133,3510.920
134,3457.435
135,3474.518
136,3524.883
137,3510.859
138,3462.565
139,3470.294
140,3464.348
141,3468.882
142,3485.225
143,3478.272
144,3419.020
145,3441.570
146,3492.989
147,3457.345
148,3517.220
149,3484.594
150,3441.885
151,3471.598
152,3558.374
153,3513.319
154,3539.594
155,3546.140
156,3504.408
157,3487.352
158,3517.687
159,3525.247
160,3480.992
161,3484.556
162,3471.811
163,3453.126
164,3419.912
165,3441.873
166,3457.118
167,3478.185
168,3493.200
169,3449.633
170,3434.820
171,3447.431
172,3460.070
173,3474.889
174,3419.469
175,3407.030
176,3460.186
177,3467.461
178,3438.438
179,3473.567
180,3470.171
181,3464.456
182,3518.068
183,3540.572
184,3536.229
185,3477.792
186,3524.774
187,3548.160
188,3544.156
189,3613.303
190,3581.997
191,3553.254
192,3574.320
193,3571.649
194,3607.920
195,3581.141
196,3553.225
197,3509.933
198,3542.270
199,3612.304
200,3578.867
201,3624.998
202,3644.672
203,3645.985
204,3594.770
205,3628.374
206,3608.909
207,3578.068
208,3553.303
209,3551.958
210,3570.112
211,3615.679
212,3606.961
213,3569.014
