 ,Value
1,4349.244
2,4514.548
3,4510.690
4,4353.545
5,4412.243
6,4402.741
7,4428.647
8,4389.393
9,4455.737
10,4533.677
11,4455.322
12,4373.834
13,4377.456
14,4309.816
15,4399.464
16,4366.903
17,4407.892
18,4295.511
19,4284.853
20,4369.353
21,4393.912
22,4253.263
23,4315.074
24,4531.759
25,4459.178
26,4392.439
27,4401.395
28,4385.250
29,4424.688
30,4428.555
31,4396.689
32,4254.083
33,4338.327
34,4409.103
35,4462.543
36,4235.809
37,4252.559
38,4271.783
39,4355.823
40,4276.598
41,4358.737
42,4222.353
43,4316.006
44,4433.107
45,4383.438
46,4427.173
47,4356.078
48,4330.896
49,4435.788
50,4500.614
51,4384.014
52,4333.352
53,4323.701
54,4561.262
55,4323.314
56,4504.976
57,4414.014
58,4423.057
59,4460.676
60,4382.106
61,4462.609
62,4395.473
63,4359.771
64,4391.883
65,4347.750
66,4303.385
67,4336.205
68,4370.129
69,4350.921
70,4356.923
71,4370.976
72,4465.684
73,4477.934
74,4378.902
75,4396.940
76,4439.449
77,4384.187
78,4424.044
79,4347.174
80,4326.382
81,4410.484
82,4322.603
83,4312.615
