 ,Value
1,3862.552
2,3786.995
3,3808.370
4,3835.106
5,3901.710
6,3907.628
7,3936.066
8,3803.064
9,3868.735
10,3814.082
11,3854.580
12,3883.798
13,3801.300
14,3748.517
15,3760.910
16,3880.709
17,3848.294
18,3782.445
19,3858.198
20,3855.634
21,3981.855
22,3932.556
23,3916.909
24,3872.169
25,3948.167
26,3907.430
27,3802.140
28,3836.316
29,3755.738
30,3797.107
31,3736.247
32,3741.134
33,3712.065
34,3704.732
35,3691.124
36,3747.649
37,3644.367
38,3662.776
39,3650.246
40,3682.287
41,3718.214
42,3633.571
43,3591.280
44,3703.661
45,3647.142
46,3588.562
47,3675.129
48,3631.397
49,3682.928
50,3704.675
51,3694.541
52,3722.258
53,3661.164
54,3624.519
55,3620.911
56,3670.019
57,3689.708
58,3677.890
59,3684.197
60,3708.981
61,3769.516
62,3786.960
63,3779.060
64,3658.033
65,3689.265
66,3748.255
67,3701.073
68,3729.874
69,3719.680
70,3777.834
71,3707.696
72,3671.951
73,3704.896
74,3731.604
75,3767.622
76,3688.806
77,3764.292
78,3726.888
79,3807.258
80,3803.793
81,3764.685
82,3826.670
83,3810.857
84,3843.388
85,3831.876
86,3799.090
87,3872.566
88,3984.038
89,3852.611
90,3884.677
91,3871.548
92,3818.728
93,3775.124
94,3755.264
95,3768.585
96,3850.179
97,3852.322
98,3867.645
99,3828.244
100,3832.747
101,3811.498
102,3788.348
103,3781.400
104,3884.352
105,3909.161
106,3860.009
107,3726.003
108,3749.968
109,3827.547
110,3783.542
111,3710.706
112,3796.239
113,3744.575
114,3739.183
115,3672.211
116,3746.948
117,3706.353
118,3737.653
119,3648.565
120,3645.603
121,3705.126
122,3608.043
123,3710.732
