 ,Value
1,3663.763
2,3710.035
3,3666.639
4,3665.635
5,3740.317
6,3728.141
7,3750.578
8,3727.557
9,3722.772
10,3781.358
11,3858.797
12,3757.743
13,3733.335
14,3717.944
15,3712.080
16,3675.056
17,3719.704
18,3709.865
19,3704.554
20,3624.228
21,3666.202
22,3618.448
23,3658.854
24,3706.143
25,3653.975
26,3633.529
27,3674.304
28,3619.826
29,3630.918
30,3614.881
31,3639.842
32,3623.320
33,3643.958
34,3620.335
35,3588.387
36,3548.863
37,3646.798
38,3655.128
39,3667.373
40,3562.660
41,3560.110
42,3583.978
43,3681.107
44,3644.667
45,3662.358
46,3640.589
47,3700.585
48,3635.517
49,3685.693
50,3670.953
51,3592.770
52,3597.637
53,3616.502
54,3635.618
55,3709.440
56,3709.928
57,3663.398
58,3744.333
59,3727.915
60,3818.594
61,3779.633
62,3768.635
63,3649.707
64,3751.757
65,3744.708
66,3718.733
67,3734.564
68,3715.557
69,3698.345
70,3735.963
71,3756.835
72,3721.254
73,3749.720
74,3676.783
75,3621.602
76,3686.270
77,3660.082
78,3671.520
79,3587.681
80,3662.510
81,3632.758
82,3671.295
83,3667.580
84,3702.419
85,3624.058
86,3640.328
87,3731.208
88,3649.147
89,3689.205
90,3910.590
91,3724.403
92,3738.843
93,3761.847
94,3675.006
95,3695.636
96,3722.331
97,3652.500
98,3598.836
99,3627.595
100,3669.828
101,3635.901
102,3596.855
103,3666.199
104,3555.019
105,3568.744
106,3632.789
107,3558.134
108,3523.523
109,3532.666
110,3594.619
111,3586.348
112,3571.195
113,3582.789
114,3605.406
115,3654.972
116,3669.007
117,3671.814
118,3657.996
119,3664.871
120,3638.266
121,3577.301
122,3648.614
123,3651.309
124,3688.750
125,3647.208
126,3559.173
127,3629.139
128,3661.875
129,3634.893
130,3599.110
131,3576.905
132,3550.244
133,3600.160
134,3623.755
135,3594.019
136,3666.336
137,3680.325
138,3685.659
139,3671.802
140,3643.129
141,3639.083
142,3628.799
143,3574.367
144,3587.666
145,3550.261
146,3553.596
147,3545.358
148,3570.991
149,3576.989
150,3611.802
151,3611.306
152,3571.592
153,3575.358
154,3572.182
155,3610.303
156,3651.075
157,3586.677
158,3553.943
159,3605.066
160,3586.197
161,3566.709
162,3596.583
163,3596.874
164,3533.862
165,3553.236
166,3558.362
167,3552.977
168,3484.664
169,3505.891
170,3505.040
171,3571.953
172,3542.354
173,3582.598
174,3563.066
175,3531.413
176,3560.992
177,3514.170
178,3528.617
179,3568.927
180,3561.781
181,3578.379
182,3584.110
183,3598.002
184,3562.669
185,3582.377
186,3575.099
187,3582.840
188,3514.074
189,3537.764
190,3581.474
191,3550.632
192,3615.220
193,3590.239
194,3576.335
195,3545.271
196,3576.409
197,3567.390
198,3595.326
199,3614.223
200,3677.491
201,3659.037
202,3624.620
203,3626.799
204,3671.691
205,3678.177
206,3617.053
207,3607.724
208,3586.943
209,3621.179
210,3626.726
211,3606.784
212,3616.380
213,3609.453
214,3593.653
215,3580.541
216,3582.861
217,3619.027
218,3648.388
219,3674.305
220,3628.031
221,3665.664
222,3625.032
223,3638.126
224,3676.813
225,3658.313
226,3738.410
227,3728.490
228,3714.927
229,3783.118
230,3636.244
231,3664.303
232,3658.825
233,3677.934
234,3656.454
235,3741.353
236,3744.354
237,3641.538
238,3676.349
239,3752.949
240,3766.925
241,3764.087
242,3749.845
243,3742.406
244,3801.571
245,3766.118
246,3686.314
