 ,Value
1,3290.547
2,3257.738
3,3255.578
4,3276.469
5,3341.405
6,3308.880
7,3284.778
8,3281.638
9,3261.167
10,3277.422
11,3252.771
12,3246.752
13,3295.156
14,3249.867
15,3262.317
16,3260.452
17,3285.145
18,3273.324
19,3241.896
20,3209.702
21,3280.915
22,3319.474
23,3298.648
24,3252.498
25,3266.158
26,3296.731
27,3239.637
28,3246.740
29,3253.258
30,3278.277
31,3232.242
32,3293.068
33,3298.745
34,3285.651
35,3288.235
36,3265.855
37,3296.897
38,3241.495
39,3293.580
40,3313.629
41,3331.855
42,3304.541
43,3273.600
44,3299.021
45,3302.547
46,3308.227
47,3305.760
48,3301.918
49,3313.912
50,3313.996
51,3281.919
52,3297.306
53,3310.666
54,3262.440
55,3275.686
56,3306.033
57,3311.153
58,3285.713
59,3297.482
60,3301.547
61,3311.192
62,3298.779
63,3285.821
64,3323.153
65,3294.772
66,3278.976
67,3296.984
68,3308.696
69,3304.484
70,3269.879
71,3300.366
72,3290.135
73,3308.149
74,3318.998
75,3304.330
76,3282.378
77,3240.068
78,3232.315
79,3279.485
80,3297.609
81,3268.481
82,3285.382
83,3307.967
84,3275.404
