 ,Value
1,3285.988
2,3250.384
3,3247.766
4,3266.272
5,3288.085
6,3297.910
7,3297.997
8,3295.363
9,3304.442
10,3259.156
11,3256.356
12,3285.590
13,3268.167
14,3264.856
15,3286.526
16,3271.763
17,3263.527
18,3295.113
19,3250.025
20,3211.739
21,3218.320
22,3255.938
23,3249.007
24,3243.606
25,3269.829
26,3263.364
27,3262.743
28,3296.624
29,3247.517
30,3235.043
31,3228.710
32,3274.945
33,3248.269
34,3255.606
35,3250.260
36,3252.424
37,3235.656
38,3211.050
39,3204.291
40,3215.289
41,3235.055
42,3221.189
43,3215.128
44,3218.684
45,3234.391
46,3249.306
47,3226.943
48,3218.003
49,3228.502
50,3198.448
51,3164.559
52,3228.911
53,3231.934
54,3222.748
55,3222.015
56,3212.878
57,3215.153
58,3230.901
59,3229.415
60,3226.926
61,3187.889
62,3222.424
63,3215.633
64,3252.073
65,3230.659
66,3231.818
67,3244.088
68,3231.730
69,3233.196
70,3216.980
71,3245.413
72,3241.537
73,3249.576
74,3216.382
75,3220.341
76,3246.751
77,3219.109
78,3230.487
79,3266.001
80,3267.030
