 ,Value
1,3363.876
2,3364.441
3,3407.359
4,3365.618
5,3385.216
6,3401.875
7,3386.728
8,3366.872
9,3381.832
10,3325.226
11,3330.892
12,3345.236
13,3357.528
14,3372.195
15,3371.254
16,3381.813
17,3359.474
18,3368.475
19,3385.280
20,3359.796
21,3408.722
22,3462.976
23,3398.375
24,3345.351
25,3383.510
26,3403.208
27,3379.010
28,3364.798
29,3321.544
30,3326.676
31,3384.735
32,3392.277
33,3438.380
34,3369.038
35,3383.240
36,3348.994
37,3366.400
38,3385.376
39,3398.943
40,3348.039
41,3347.257
42,3368.788
43,3358.933
44,3353.065
45,3344.183
46,3394.482
47,3393.578
48,3393.500
49,3385.462
50,3372.221
51,3399.587
52,3424.710
53,3362.007
54,3381.216
55,3366.786
56,3414.889
57,3379.128
58,3353.676
59,3363.471
60,3402.556
61,3385.856
62,3391.528
63,3394.196
64,3355.699
65,3345.381
66,3368.421
67,3354.506
68,3387.686
69,3444.066
70,3392.541
71,3430.562
72,3393.873
73,3408.964
74,3409.321
75,3373.456
76,3375.423
77,3382.871
78,3372.297
79,3404.616
80,3411.234
81,3388.660
82,3370.551
83,3390.192
84,3407.665
85,3433.702
86,3418.723
87,3445.443
88,3374.841
89,3384.231
90,3379.531
91,3388.590
92,3403.703
93,3401.441
94,3424.200
95,3429.481
96,3432.141
97,3409.267
98,3402.744
99,3368.114
100,3329.772
101,3451.671
102,3418.358
103,3434.276
104,3428.981
105,3399.492
106,3409.817
