 ,Value
1,3701.839
2,3639.323
3,3605.514
4,3655.155
5,3656.996
6,3647.925
7,3617.875
8,3625.962
9,3582.743
10,3623.560
11,3528.991
12,3475.694
13,3494.349
14,3528.310
15,3614.658
16,3533.352
17,3587.032
18,3601.619
19,3563.798
20,3530.499
21,3581.454
22,3594.496
23,3652.300
24,3681.089
25,3659.282
26,3635.913
27,3598.768
28,3566.152
29,3616.094
30,3637.999
31,3696.464
32,3730.457
33,3671.680
34,3673.917
35,3670.009
36,3749.107
37,3701.981
38,3715.810
39,3695.054
40,3635.540
41,3691.806
42,3691.170
43,3662.992
44,3671.298
45,3712.162
46,3674.983
47,3628.191
48,3520.761
49,3565.693
50,3584.789
51,3630.558
52,3687.216
53,3636.989
54,3576.204
55,3592.624
56,3687.698
57,3720.848
58,3653.734
59,3733.776
60,3722.050
61,3661.342
62,3681.927
63,3742.511
64,3688.105
65,3698.794
66,3667.293
67,3613.084
68,3578.137
69,3601.796
70,3650.669
71,3631.764
72,3625.933
73,3629.667
74,3638.827
75,3605.752
76,3563.265
77,3594.395
78,3617.406
79,3640.145
80,3623.764
81,3675.062
82,3646.124
83,3661.072
84,3589.750
85,3674.627
86,3592.534
87,3527.163
88,3649.940
89,3665.534
90,3596.502
91,3587.933
92,3547.783
93,3503.328
94,3512.836
95,3526.034
96,3565.936
97,3551.583
98,3523.938
99,3577.684
100,3582.368
101,3552.246
102,3592.350
103,3625.486
104,3613.291
105,3637.408
106,3648.147
107,3587.416
108,3561.479
109,3572.488
110,3565.826
111,3590.779
112,3596.700
113,3566.071
114,3603.492
115,3611.556
116,3627.008
117,3646.475
118,3596.672
119,3590.028
120,3602.068
121,3613.680
122,3606.649
123,3594.886
124,3610.953
